选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20191231,20181231
盈利能力,投入资本回报率,1.746389,8.632593,5.358502,4.80086,1.797387,6.378779,3.52212,4.901045,1.89395,10.808529,5.979237,5.201232,1.861689,14.532148,8.20151,13.912178,5.763471,30.347734,,15.118516,,22.732032,-0.241348,-2.047732
盈利能力,息前税后总资产报酬率_平均,1.208467,6.080826,3.858809,3.484297,1.297089,4.663283,2.583585,3.630626,1.43101,8.012719,4.420283,3.854473,1.349518,9.552825,5.434134,7.095389,2.892402,14.075979,,6.910806,,11.292489,0.210985,-1.295149
盈利能力,毛利率,47.161431,47.011238,47.016352,47.926934,49.940222,48.54264,49.412295,50.3727,49.568434,48.482151,48.667339,48.713486,50.255201,48.366151,45.800164,46.155999,49.533755,49.424831,50.750706,51.662381,51.147032,48.614798,41.792782,39.057538
盈利能力,销售净利率,13.497317,13.362418,12.442901,16.421408,14.751119,12.057392,9.467395,17.710092,15.398668,17.332358,14.336675,17.826518,14.710604,17.861698,15.010781,18.173794,18.188753,19.348726,16.228707,20.730136,21.364557,16.258271,-1.612633,-6.491354
盈利能力,成本费用利润率,18.920514,16.494839,14.974944,21.268055,18.779927,14.490099,10.832157,22.914884,19.563846,21.885525,17.453533,23.058537,18.636207,24.816927,19.827499,25.606618,25.702832,28.477158,23.270113,30.270422,30.565984,23.638174,-0.670178,-7.250803
盈利能力,营业利润率,16.714188,14.494725,13.332626,17.901395,16.092485,13.265456,10.312919,19.504297,17.03514,18.767498,15.658511,19.851101,16.413363,20.872674,17.40792,21.169965,21.73947,23.382807,19.91133,24.409621,25.271533,20.496266,-0.772079,-9.14849
盈利能力,总资产净利率_平均,1.208384,6.146966,3.876729,3.51943,1.301234,4.728597,2.613267,3.651805,1.433582,7.970391,4.393422,3.846018,1.361166,9.582044,5.524607,7.206206,2.919976,14.155989,,6.959211,,10.34418,-0.999597,-1.818991
盈利能力,总资产净利率_平均(含少数股东损益),1.188917,6.063924,3.814686,3.483734,1.285211,4.653855,2.563531,3.630104,1.428234,7.98437,4.398696,3.853894,1.344103,9.547338,5.405439,7.060765,2.877414,14.019387,,6.874759,,10.730589,-0.65327,-1.910597
成长能力,归母净利润,398869282.78,1869300805.65,1120234330.0,998018064.12,370082216.76,1261869451.27,671163083.66,950211921.88,363297720.56,1974292317.49,1064287220.09,937776940.87,329659181.62,1656084034.72,898804806.85,773832244.78,306144034.02,1417184821.29,770740689.89,647427778.71,300469978.39,902915863.45,-73519791.43,-125745683.25
成长能力,营业总收入,2907566494.56,13800251663.95,8858916392.73,6015901402.16,2477948927.49,10300104386.97,6954283174.55,5333486253.17,2350478362.11,11410765602.39,7432439187.03,5271345801.64,2212870463.39,9238122700.8,5858569866.11,4172019082.63,1658616383.94,7253755673.4,4666419345.81,3085223930.21,1381674231.95,5761033749.87,2979449886.44,2034680383.14
成长能力,净利润,392443483.72,1844047443.71,1102306203.42,987895732.3,365525205.26,1241924000.46,658389509.9,944565326.24,361942371.76,1977754806.44,1065564694.4,939697458.84,325526611.76,1650085625.47,879417134.8,758214189.62,301681648.1,1403509358.76,757299542.49,639571132.7,295188589.68,936644500.85,-48047609.28,-132078323.17
成长能力,扣非净利润,371861638.8,1769843181.21,1053226533.66,965612481.04,378502314.92,1010323448.82,464096368.96,797934412.6,300194937.03,1664876441.28,828739201.04,786981052.34,276621420.07,1327840485.88,719948927.22,687694400.0,268201000.0,1165694900.0,,559181200.0,252891400.0,877717100.0,-255062400.0,-300697200.0
成长能力,营业总收入增长率,17.337627,33.981668,27.387915,12.794917,5.423175,-9.73345,-6.433365,1.178834,6.218524,23.518229,26.864394,26.349992,33.416652,27.356408,25.547436,35.225811,20.043954,25.91066,,,,93.358974,46.433312,
成长能力,归属母公司净利润增长率,7.778559,48.137416,66.909408,5.031103,1.867475,-36.084973,-36.937786,1.326006,10.204035,19.2145,18.411384,21.186077,7.681073,16.857308,16.61572,19.524102,1.888393,56.956465,,,,1328.126258,41.53295,
收益质量,经营活动净现金/销售收入,-0.329863,0.194128,0.012102,0.008105,-0.142647,-0.060098,-0.216387,-0.117107,-0.279539,0.011612,-0.113298,-0.097026,-0.1417,0.073912,-0.147548,-0.187067,-0.314045,0.129926,-0.049681,-0.088434,0.043953,0.574508,0.086438,0.104091
收益质量,经营性现金净流量/营业总收入,-0.329863,0.194128,0.012102,0.008105,-0.142647,-0.060098,-0.216387,-0.117107,-0.279539,0.011612,-0.113298,-0.097026,-0.1417,0.073912,-0.147548,-0.187067,-0.314045,0.129926,-0.049681,-0.088434,0.043953,0.574508,0.086438,0.104091
收益质量,成本费用率,87.456095,87.043424,88.838905,83.860982,85.486722,90.566949,94.499029,85.078545,86.929602,85.782627,89.917893,86.160909,87.183548,83.738119,87.181656,82.108502,83.296013,82.179046,85.552548,81.147292,83.260028,84.814468,109.14868,121.618555
收益质量,期间费用率,34.617526,34.054662,35.855257,31.787916,35.426945,39.10959,43.911325,35.451245,36.498036,34.264778,38.585232,34.874395,37.43875,32.10427,32.981821,28.264501,32.829769,31.603877,36.303255,32.809673,34.407061,33.429266,50.941462,60.676093
收益质量,销售成本率,52.838568,52.988761,52.983647,52.073065,50.059777,51.457359,50.587704,49.627299,50.431565,51.517848,51.33266,51.286513,49.744798,51.633848,54.199835,53.844,50.466244,50.575168,49.249293,48.337618,48.852967,51.385201,58.207217,60.942461
收益质量,经营活动净现金/归属母公司的净利润,-2.404545,1.433166,0.095706,0.048856,-0.955123,-0.490561,-2.242106,-0.657319,-1.808573,0.067118,-0.791219,-0.545395,-0.95118,0.412305,-0.961746,-1.008551,-1.701423,0.665016,-0.300794,-0.421422,0.202114,3.665635,,
收益质量,所得税/利润总额,18.431131,6.931861,6.469504,7.92904,8.117585,8.121839,7.511399,9.15875,9.455675,7.678819,8.647808,10.272717,9.460429,14.048879,13.161915,13.56189,15.043278,17.321108,18.482195,15.606374,16.050335,18.905669,,
财务风险,流动比率,2.465369,2.464806,2.877212,3.070181,2.81717,2.952881,3.157802,3.198793,3.628797,3.488784,3.551374,3.62801,3.522548,3.350851,3.878661,1.657542,1.581151,1.555149,,1.47447,,1.275517,1.151779,1.419122
财务风险,速动比率,1.747631,1.84745,2.029506,2.190092,2.000696,2.171566,2.274012,2.502911,2.852596,2.817267,2.757334,2.897249,2.850618,2.775279,3.187898,1.06782,0.995179,1.067069,,0.886286,,0.908071,0.741572,1.005178
财务风险,保守速动比率,1.596755,1.736165,1.876895,2.023481,1.866551,2.044426,2.13651,2.383805,2.733544,2.714092,2.634002,2.783768,2.742662,2.682502,3.013744,0.88985,0.783545,0.88229,,0.711462,,0.809127,0.688527,0.869576
财务风险,资产负债率,33.96505,34.233163,30.082666,27.519269,29.685937,28.996782,26.102126,26.51933,23.982751,25.476352,25.80209,25.560845,26.514461,27.808896,24.783747,47.602539,49.660965,51.42243,,52.207651,,62.630638,68.933963,64.394884
财务风险,权益乘数,1.516454,1.46643,1.419562,1.393585,1.415409,1.376644,1.348485,1.353316,1.330586,1.362893,1.365666,1.36331,1.372139,1.534879,1.496651,1.973854,2.019148,2.318082,,2.363149,,2.987972,3.23207,2.994151
财务风险,权益乘数(含少数股权的净资产),1.514349,1.520523,1.43026,1.379677,1.42219,1.408386,1.353218,1.360902,1.31549,1.341855,1.347746,1.343379,1.360811,1.385212,1.329499,1.908489,1.986529,2.058563,,2.092385,,2.675988,3.218949,2.808585
财务风险,产权比率,51.395352,52.027016,43.019512,37.954833,42.215972,40.844999,35.340723,36.154392,31.620692,34.212887,34.76642,34.331057,36.061555,38.499705,32.904311,90.547539,98.501163,105.777143,,109.290939,,168.060118,239.685793,192.808044
财务风险,现金比率,0.966555,1.123886,1.16433,1.269702,1.210063,1.428326,1.466093,1.672541,2.05478,2.156554,2.15967,2.33305,2.37518,2.345867,2.627996,0.441697,0.472169,0.647137,,0.49735,,0.668293,0.461705,0.60309
营运能力,应收账款周转率,0.51393,2.774182,1.851531,1.274705,0.534851,2.715389,1.883013,1.360157,0.679178,4.354664,3.212157,2.342637,1.076749,6.036621,4.077102,2.72524,1.367085,8.519723,,4.238735,,7.425573,3.436315,2.429192
营运能力,应收账款周转天数,175.120874,129.76794,145.825252,141.209097,168.271135,132.577664,143.387159,132.337579,132.512952,82.669972,84.055648,76.836481,83.584908,59.636009,66.223499,66.049218,65.833491,42.254891,,42.465495,,48.481106,104.763366,148.19739
营运能力,存货周转率,0.248741,1.299167,0.797071,0.545253,0.212654,1.125084,0.750437,0.629755,0.29188,1.598824,0.968169,0.717665,0.301285,1.68395,1.157132,0.922762,0.346313,1.849605,,0.745975,,1.745618,1.164639,0.919643
营运能力,存货周转天数,361.82188,277.100541,338.740021,330.121466,423.22075,319.975984,359.790177,285.82515,308.345325,225.16544,278.876722,250.813171,298.719854,213.782973,233.335453,195.066416,259.880509,194.636138,,241.294872,,206.230642,309.108434,391.455836
营运能力,总资产周转率,0.088085,0.453804,0.306575,0.212145,0.087126,0.385975,0.270774,0.204973,0.09275,0.460662,0.306814,0.216188,0.091369,0.534514,0.360103,0.388513,0.158197,0.724563,,0.331631,,0.660008,0.405095,0.294329
营运能力,总资产周转天数,1021.73508,793.293379,880.697009,848.472571,1032.982078,932.702125,997.138738,878.160985,970.345045,781.482932,880.011318,832.605407,985.0093,673.508296,749.783865,463.304329,568.909337,496.850636,,542.771626,,545.447911,888.680123,1223.119091
营运能力,流动资产周转率,0.127454,0.630625,0.420808,0.288579,0.117794,0.500957,0.349313,0.260353,0.117528,0.565275,0.37238,0.261149,0.109785,0.680013,0.460192,0.574936,0.234936,1.103921,,0.526383,,1.077608,0.647793,0.440171
营运能力,流动资产周转天数,706.133657,570.861337,641.622134,623.745069,764.042837,718.623451,772.944119,691.366633,765.773605,636.857051,725.065085,689.26008,819.779105,529.400983,586.710489,313.07797,383.082608,326.110105,,341.956227,,334.073222,555.733044,817.862941
营运能力,应付账款周转率,0.978926,3.386601,2.596749,1.663027,0.911212,3.761411,2.657859,1.625973,0.932388,3.606785,2.582488,1.805916,0.825076,4.061822,3.256775,2.188895,1.103132,4.262503,,2.05711,,4.434939,4.076918,5.661891
