selection_rank,global_rank,code,name,exchange,industry,original_scope,result,secondary_scope,decision,decision_reason,price,pe_ttm,pb,market_cap_yi,change_pct,turnover_pct,roe_avg_10,gross_margin_avg_5,ocf_ni_avg_5,net_margin_avg_10,fcf_5_total_yi,fcf_to_market_cap_5y,share_inflation_5,debt_ratio,debt_limit,debt_gate,quality_score,quality_score_basis,valuation_score,composite_score,price_cross_check,quote_timestamp,moat_rating,moat_basis,moat_status
,104,600582,天地科技,SH,专用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,4.91,11.73,0.82,203.2047146,-1.21,0.59,8.466,29.387934,1.841465,6.986948,165.7531309766,0.8156953,0.0,46.1542617418,60,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,76,一致,20260804150023,待评,未完成护城河初评,待核验
,58,600585,海螺水泥,SH,水泥,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,17.8,16.0,0.49,939.31668783,-2.79,1.45,15.275,22.678359,1.602467,15.819868,217.77273462,0.23184165,0.0,20.4249564235,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,78,一致,20260804150024,待评,未完成护城河初评,待核验
,628,600596,新安股份,SH,农化制品,保留,通过,普通行业,淘汰,综合得分未进入前50,10.63,37.25,1.16,143.46216631,1.63,2.66,12.034,17.038497,4.211838,5.798452,7.5949230562,0.05294025,0.0,38.2416663184,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,16,56,一致,20260804150027,待评,未完成护城河初评,待核验
,98,600598,北大荒,SH,种植业,保留,通过,普通行业,淘汰,综合得分未进入前50,12.28,9.4,2.87,218.29909283,-1.21,1.02,13.806,37.388481,1.348971,24.540968,49.2997251484,0.22583568,0.0,12.9273793058,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,28,76,一致,20260804150016,待评,未完成护城河初评,待核验
,168,600600,青岛啤酒,SH,非白酒,保留,通过,普通行业,淘汰,综合得分未进入前50,54.68,10.36,2.55,745.94189216,-2.69,1.2,11.995,38.858009,1.213612,9.09221,140.19495968,0.18794354,0.0,39.5525851457,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,28,73,一致,20260804150023,待评,未完成护城河初评,待核验
,296,600633,浙数文化,SH,游戏Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,11.36,22.5,1.41,144.05326002,2.62,2.51,8.447,61.908715,1.380567,25.903194,21.024399368599997,0.14594879,0.0,13.6099181411,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,24,69,一致,20260804150027,待评,未完成护城河初评,待核验
,303,600642,申能股份,SH,电力,保留,通过,普通行业,淘汰,综合得分未进入前50,8.33,12.94,1.14,407.67681202,-1.65,0.56,8.153,16.667323,2.523352,8.659142,86.1937910774,0.21142677,0.0,54.7705837102,70,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,69,一致,20260804150026,待评,未完成护城河初评,待核验
,341,600660,福耀玻璃,SH,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,56.93,21.7,4.13,1485.72699277,-1.52,0.73,18.062,35.765913,1.366905,16.958563,182.33479342,0.12272429,0.0,46.4018008554,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,67,一致,20260804150024,待评,未完成护城河初评,待核验
23,23,600681,百川能源,SH,燃气Ⅱ,保留,通过,普通行业,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,3.46,10.33,1.29,46.39357643,-1.98,1.7,16.638,16.810234,1.838417,14.612878,22.34396978,0.48161775,0.0,53.2332838362,70,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,81,一致,20260804150021,待评,未完成护城河初评,待核验
,77,600690,海尔智家,SH,白色家电,保留,通过,普通行业,淘汰,综合得分未进入前50,22.49,11.33,1.68,2109.02890829,-1.88,0.84,18.684,28.926216,1.497447,5.171427,772.9334333127999,0.36648783,0.0,57.4107161708,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,28,77,一致,20260804150026,待评,未完成护城河初评,待核验
,82,600694,大商股份,SH,一般零售,保留,通过,普通行业,淘汰,综合得分未进入前50,14.68,5.06,0.63,55.60690209,-2.0,1.41,8.514,39.422904,1.672305,6.001306,42.629667915700004,0.76662548,0.0,46.5296635629,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,77,一致,20260804150025,待评,未完成护城河初评,待核验
,576,600731,湖南海利,SH,农化制品,保留,通过,普通行业,淘汰,综合得分未进入前50,5.83,18.09,1.0,32.28959585,0.0,1.44,10.564,26.395576,1.010574,8.394672,0.5669921018,0.01755959,0.0,28.7781408693,60,通过,35,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,24,59,一致,20260804150012,待评,未完成护城河初评,待核验
,61,600738,丽尚国潮,SH,一般零售,保留,通过,普通行业,淘汰,综合得分未进入前50,4.02,12.46,1.47,30.60567649,0.5,1.44,12.597,60.353958,2.257749,24.75862,5.9916511199,0.19576928,0.0,38.2018073717,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,78,一致,20260804150012,待评,未完成护城河初评,待核验
,666,600746,江苏索普,SH,化学原料,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,6.66,57.03,1.43,77.77833607,-0.6,1.41,9.416,15.634432,10.413313,6.127745,17.351384077,0.22308762,0.0,27.2343527818,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,12,54,一致,20260804150026,待评,未完成护城河初评,待核验
,121,600750,华润江中,SH,中药Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,25.98,14.33,4.4,165.12583748,-1.44,0.68,15.906,64.325445,1.407214,20.139237,34.1865913828,0.20703357,0.0,31.6495339355,60,通过,52,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,74,一致,20260804150013,待评,未完成护城河初评,待核验
,81,600757,长江传媒,SH,出版,保留,通过,普通行业,淘汰,综合得分未进入前50,8.14,7.38,1.0,98.79113222,-1.09,0.79,10.489,34.636616,1.061023,10.462401,38.2689616452,0.38737244,0.0,29.0425974,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,77,一致,20260804150025,待评,未完成护城河初评,待核验
,418,600761,安徽合力,SH,工程机械,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,17.86,12.21,1.49,159.07772711,-3.72,1.59,12.825,20.290092,0.92847,6.087195,14.6361687261,0.0920064,0.0,40.1139993478,60,通过,38,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,65,一致,20260804150027,待评,未完成护城河初评,待核验
,259,600763,通策医疗,SH,医疗服务,保留,通过,普通行业,淘汰,综合得分未进入前50,36.5,21.84,3.69,163.26052771,-0.79,1.88,20.851,40.506413,1.475483,20.075265,21.4812990029,0.13157681,0.0,24.3754974421,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,70,一致,20260804150024,待评,未完成护城河初评,待核验
,,600764,中国海防,SH,航海装备Ⅱ,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,18.76,128.78,1.63,133.31407281,-1.21,0.87,9.438,29.747197,1.190564,13.190982,9.0309118239,0.06774162,0.0,28.6732761302,60,通过,38,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,48,一致,20260804150024,待评,未完成护城河初评,待核验
,,600769,祥龙电业,SH,环境治理,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,14.14,279.04,41.83,53.02177608,7.45,3.73,11.039,30.973391,4.145499,15.339169,2.0172496565,0.03804568,0.0,70.7675736185,60,不通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,45,一致,20260804150014,待评,未完成护城河初评,待核验
,90,600801,华新建材,SH,水泥,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,21.46,17.7,1.38,446.15246628,1.23,1.24,17.688,28.386793,2.037165,12.020022,51.17112225,0.11469425,0.0,53.8697250128,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,76,一致,20260804150026,待评,未完成护城河初评,待核验
35,37,600809,山西汾酒,SH,白酒Ⅱ,保留,通过,普通行业,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,121.85,6.9,4.02,1486.52640451,-1.54,1.02,32.223,75.325782,1.026946,23.904203,430.67391053050005,0.28971831,0.0,28.7429091315,60,通过,54,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,79,一致,20260804150027,4/5,白酒品牌、产品升级和经销商网络,初评达到★★★
,114,600814,杭州解百,SH,一般零售,保留,通过,普通行业,淘汰,综合得分未进入前50,6.68,13.58,1.3,49.10325035,-0.89,0.55,8.336,78.534031,3.161406,9.653619,38.5968317428,0.78603415,0.0,43.5731276403,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,75,一致,20260804150011,待评,未完成护城河初评,待核验
,631,600835,上海机电,SH,专用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,19.29,27.22,1.39,194.30715631,-0.52,0.66,9.801,15.825164,0.965137,5.122978,36.936694996599996,0.19009436,0.0,49.4047419996,60,通过,36,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,20,56,一致,20260804150026,待评,未完成护城河初评,待核验
,658,600845,宝信软件,SH,IT服务Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,19.01,35.62,5.05,543.28757644,1.93,1.03,15.47,33.787621,1.123571,13.122763,77.4793613337,0.14261206,0.0,46.470071662,60,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,8,54,一致,20260804150023,待评,未完成护城河初评,待核验
,297,600863,华能蒙电,SH,电力,保留,通过,普通行业,淘汰,综合得分未进入前50,4.85,13.68,1.98,380.00669366,-1.42,1.86,8.864,18.935048,3.357894,7.032828,142.1097716635,0.3739665,0.0,52.7299097188,70,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,69,一致,20260804150027,待评,未完成护城河初评,待核验
,339,600873,梅花生物,SH,化学制品,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,8.0,47.56,1.47,224.339332,-2.2,0.93,18.457,20.658557,1.478413,10.253632,154.055228149,0.68670628,0.0,36.9208786194,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,16,67,一致,20260804150025,待评,未完成护城河初评,待核验
45,48,600874,创业环保,SH,环境治理,保留,通过,普通行业,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,5.58,7.93,0.86,87.62932914,-1.24,0.77,9.34,36.151772,1.850711,18.677076,27.386557468699998,0.3125273,0.0,56.0981973096,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,79,一致,20260804150027,待评,未完成护城河初评,待核验
,342,600885,宏发股份,SH,电网设备,保留,通过,普通行业,淘汰,综合得分未进入前50,36.31,24.31,4.25,561.93149505,1.57,1.15,17.303,35.38684,1.424824,10.745914,45.7047956739,0.08133517,0.0,31.4740671658,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,67,一致,20260804150025,待评,未完成护城河初评,待核验
,128,600886,国投电力,SH,电力,保留,通过,普通行业,淘汰,综合得分未进入前50,15.03,14.2,1.85,1203.07548758,-1.25,0.5,11.253,35.204266,4.498775,11.042197,261.4956575572,0.21735598,0.0,60.5241320532,70,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,74,一致,20260804150025,待评,未完成护城河初评,待核验
,,600887,伊利股份,SH,饮料乳品,保留,通过,普通行业,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,26.37,7.73,3.09,1667.99760789,-2.77,1.13,22.939,32.78242,1.754556,8.231393,560.2245694083999,0.33586653,0.0,61.5089759096,60,不通过,54,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,79,一致,20260804150025,4/5,乳品品牌、冷链渠道和规模采购,初评达到★★★
,94,600897,厦门空港,SH,航空机场,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,14.81,13.15,1.28,61.7479254,-1.46,0.44,9.251,24.4107,2.790719,20.558462,23.678189578,0.38346535,0.0,16.2196508985,70,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,76,一致,20260804150027,待评,未完成护城河初评,待核验
,284,600900,长江电力,SH,电力,保留,通过,普通行业,淘汰,综合得分未进入前50,28.3,25.6,3.32,6924.50561363,-2.58,0.62,15.095,59.562129,1.831989,41.471321,2026.8655268538,0.29270906,0.0,58.2694597691,70,通过,54,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,15,69,一致,20260804150024,待评,未完成护城河初评,待核验
33,35,600901,江苏金租,SH,多元金融,金融,金融特殊口径通过,金融行业（特殊口径）,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,6.29,11.08,1.46,364.30839851,-2.33,0.98,15.045,,0.324008,52.300978,25.614022295300003,0.07030862,0.0,84.136551297,,金融特殊口径,49.33,金融特殊口径：ROE 40分、股本稳定性20分,30,79.33,一致,20260804150026,待评,未完成护城河初评,待核验
,221,600908,无锡银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,5.59,4.83,0.54,122.68270675,-2.95,0.94,11.187,,3.312432,39.866735,333.45179,2.71800157,0.0,91.7998495162,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150022,待评,未完成护城河初评,待核验
,205,600919,江苏银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,11.46,4.97,0.81,2103.06178346,-1.97,0.55,13.382,,5.597253,35.15652,8639.81829,4.10820945,0.0,92.9109782918,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150026,待评,未完成护城河初评,待核验
,207,600926,杭州银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,16.14,4.41,0.85,1169.98901125,-1.65,0.56,13.011,,3.804212,35.422299,3278.93498,2.80253485,0.0,93.0934324652,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150013,待评,未完成护城河初评,待核验
,497,600927,永安期货,SH,多元金融,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,13.41,25.07,1.47,194.50462837,-1.4,0.45,11.392,,-0.698196,11.256649,12.9939123692,0.06680516,0.0,84.0134795141,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,20,61.33,一致,20260804150006,待评,未完成护城河初评,待核验
,220,600928,西安银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,3.6,5.29,0.45,160.00000002,-3.74,0.78,10.487,,4.336674,37.284512,525.97827,3.28736419,0.0,92.5359380635,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150021,待评,未完成护城河初评,待核验
,,600970,中材国际,SH,专业工程,周期,通过,周期行业（本次保留）,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,7.9,11.39,0.94,207.123221,-2.59,0.93,14.202,18.431286,0.848801,5.505842,71.1166880559,0.34335449,0.0,60.240187735,60,不通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,70,一致,20260804150020,待评,未完成护城河初评,待核验
,154,600985,淮北矿业,SH,煤炭开采,周期,通过,周期行业（本次保留）,淘汰,行业分散上限：同一细分行业最多入选3家,14.79,20.28,0.96,398.33296306,1.09,0.91,16.547,19.741431,2.438768,7.247257,187.0141180757,0.46949195,0.0,48.7860913734,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,24,73,一致,20260804150026,待评,未完成护城河初评,待核验
,511,600988,赤峰黄金,SH,贵金属,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,37.75,18.15,5.24,717.4052197,-2.86,3.82,14.168,38.156489,2.021603,12.161644,40.2359030999,0.05608532,0.0,33.9065858486,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,16,61,一致,20260804150026,待评,未完成护城河初评,待核验
,245,600989,宝丰能源,SH,化学原料,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,23.09,11.56,3.45,1693.272824,0.79,0.59,21.421,34.907912,1.279174,24.528216,12.066748766500002,0.00712629,0.0,46.3243664871,60,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,71,一致,20260804150027,待评,未完成护城河初评,待核验
,275,600993,马应龙,SH,中药Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,24.64,12.49,2.48,106.21167874,-1.95,1.49,13.664,44.092378,1.06747,13.712661,19.2943971388,0.18165985,0.0,16.9507864943,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,70,一致,20260804150022,待评,未完成护城河初评,待核验
,390,600999,招商证券,SH,证券Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,17.75,11.8,1.28,1543.63350807,0.45,0.72,9.064,,2.005894,43.158105,687.0477600947,0.44508477,0.0,81.6786957205,,金融特殊口径,36.0,金融特殊口径：ROE 40分、股本稳定性20分,30,66.0,一致,20260804150024,待评,未完成护城河初评,待核验
,166,601000,唐山港,SH,航运港口,周期,通过,周期行业（本次保留）,淘汰,行业分散上限：同一细分行业最多入选3家,4.79,15.07,1.37,283.85198061,-3.23,0.93,10.342,43.981825,1.142702,26.1721,79.404270318,0.2797383,0.0,9.013308009,70,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,73,一致,20260804150023,待评,未完成护城河初评,待核验
48,51,601001,晋控煤业,SH,煤炭开采,周期,通过,周期行业（本次保留）,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,16.17,19.98,1.45,270.63729,1.25,1.28,17.35,49.179436,1.63239,12.946888,219.90193295240002,0.81253375,0.0,23.1718985128,60,通过,54,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,24,78,一致,20260804150022,待评,未完成护城河初评,待核验
,191,601006,大秦铁路,SH,铁路公路,周期,通过,周期行业（本次保留）,淘汰,行业分散上限：同一细分行业最多入选3家,4.89,10.18,0.59,971.29545684,-2.2,0.83,9.46,17.274829,1.262206,15.43188,168.12084664,0.1730893,0.0,15.2391537619,70,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,72,一致,20260804150024,待评,未完成护城河初评,待核验
,206,601009,南京银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,11.37,5.32,0.76,1405.73759576,-2.32,0.41,14.911,,4.26082,38.714606,3926.41154,2.79313262,0.0,93.0404584037,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150016,待评,未完成护城河初评,待核验
43,46,601019,山东出版,SH,出版,保留,通过,普通行业,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,7.45,11.84,1.02,155.47405,-1.72,0.44,14.871,37.407934,1.201523,14.438542,71.5388346205,0.4601336,0.0,30.8323988717,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,79,一致,20260804150017,3/5,出版发行资质、内容版权和渠道,初评达到★★★
,,601020,华钰矿业,SH,工业金属,周期,通过,周期行业（本次保留）,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,20.19,135.44,3.91,165.55087253,1.82,2.43,9.119,44.054095,1.962248,19.564182,9.586904540199999,0.05790912,0.0,37.7269185682,60,通过,43,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,50,一致,20260804150021,待评,未完成护城河初评,待核验
,362,601066,中信建投,SH,证券Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,25.85,13.67,2.32,2005.10560502,1.13,0.34,11.761,,3.287093,35.460493,1402.9094925053,0.69966863,0.0,82.395459199,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,25,66.33,一致,20260804150027,待评,未完成护城河初评,待核验
,212,601077,渝农商行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,6.49,4.51,0.51,737.0693,-3.57,1.08,11.519,,3.052425,36.350683,1518.08818,2.05962747,0.0,91.6376233256,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150022,待评,未完成护城河初评,待核验
,152,601088,中国神华,SH,煤炭开采,周期,通过,周期行业（本次保留）,淘汰,行业分散上限：同一细分行业最多入选3家,43.15,21.93,2.04,9358.99090218,-1.33,0.23,13.236,35.407712,1.602861,16.867188,2844.04,0.30388319,0.0,23.3066405846,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,73,一致,20260804150025,待评,未完成护城河初评,待核验
,779,601100,恒立液压,SH,工程机械,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,106.3,54.63,8.32,1425.2927145,-3.22,0.48,19.896,42.143128,0.928131,22.833636,71.03702363010001,0.04984031,0.0,19.9943585953,60,通过,43,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,43,一致,20260804150025,待评,未完成护城河初评,待核验
,75,601101,昊华能源,SH,煤炭开采,周期,通过,周期行业（本次保留）,淘汰,行业分散上限：同一细分行业最多入选3家,11.16,12.56,1.34,160.70376854,0.54,1.96,8.513,50.354833,3.177781,10.004627,97.4459370866,0.60636996,0.0,47.5830298131,60,通过,50,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,77,一致,20260804150027,待评,未完成护城河初评,待核验
,470,601108,财通证券,SH,证券Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,8.52,16.03,1.04,395.64911795,0.24,0.89,8.201,,0.482434,35.94656,63.6320113419,0.1608294,0.0,76.5537424306,,金融特殊口径,36.0,金融特殊口径：ROE 40分、股本稳定性20分,27,63.0,一致,20260804150026,待评,未完成护城河初评,待核验
,,601126,四方股份,SH,电网设备,保留,通过,普通行业,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,42.13,32.42,7.68,350.98734715,10.0,2.52,10.814,33.036021,1.596185,8.959075,44.6709003194,0.12727211,0.0,61.4629871516,60,不通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,12,57,一致,20260804150021,待评,未完成护城河初评,待核验
,218,601128,常熟银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,6.29,4.76,0.73,229.47047445,-2.63,1.64,12.548,,3.625044,29.340944,621.02465,2.70633794,0.0,91.6985387189,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150023,待评,未完成护城河初评,待核验
1,1,601156,东航物流,SH,物流,保留,通过,普通行业,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,17.03,11.69,1.41,270.36071119,-0.76,0.81,33.781,23.221311,1.781076,11.256817,196.8406306073,0.7280667,0.0,30.6489873265,60,通过,57,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,87,一致,20260804150023,4/5,航空货运网络、机场资源与客户认证形成规模/网络壁垒,初评达到★★★
,359,601163,三角轮胎,SH,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,13.32,12.23,0.77,106.56,-1.26,0.44,8.848,17.692009,1.184376,9.627592,49.0579903695,0.46037904,0.0,28.3452009919,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,67,一致,20260804150024,待评,未完成护城河初评,待核验
,200,601166,兴业银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,18.56,4.12,0.48,3927.82672561,-2.83,0.51,13.101,,0.500443,37.04042,806.29,0.20527637,0.0,91.7646933693,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150025,待评,未完成护城河初评,待核验
,209,601169,北京银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,5.1,3.33,0.39,1078.29219787,-2.49,0.8,10.588,,5.746969,35.43635,6275.24,5.81960995,0.0,92.3324409161,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150022,待评,未完成护城河初评,待核验
,253,601199,江南水务,SH,环境治理,保留,通过,普通行业,淘汰,行业分散上限：同一细分行业最多入选3家,5.61,15.21,1.14,52.46529738,-0.36,1.39,9.102,41.647876,1.324922,24.488875,6.896600939500001,0.13145072,0.0,36.1254088236,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,71,一致,20260804150027,待评,未完成护城河初评,待核验
,468,601211,国泰海通,SH,证券Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,17.96,12.39,0.98,3166.14040341,-1.86,0.8,8.327,,2.618503,34.586015,1989.36812142,0.62832593,0.0,83.6259404854,,金融特殊口径,36.0,金融特殊口径：ROE 40分、股本稳定性20分,27,63.0,一致,20260804150025,待评,未完成护城河初评,待核验
,113,601216,君正集团,SH,化学原料,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,4.71,13.85,1.49,397.43061907,-0.84,0.58,15.041,24.713177,1.040731,22.176513,115.18387495639999,0.28982134,0.0,28.5940591741,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,75,一致,20260804150026,待评,未完成护城河初评,待核验
12,12,601225,陕西煤业,SH,煤炭开采,周期,通过,周期行业（本次保留）,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,23.92,13.77,2.49,2319.044,-1.08,0.49,21.23,36.181803,1.973154,15.009496,1658.4558144417,0.71514633,0.0,41.8428735173,60,通过,56,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,81,一致,20260804150026,待评,未完成护城河初评,待核验
,195,601288,农业银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,6.61,7.69,0.83,23133.87853901,-4.06,0.19,12.154,,4.985219,36.21999,67243.26,2.90670066,0.0,93.3516599906,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150025,待评,未完成护城河初评,待核验
,102,601298,青岛港,SH,航运港口,周期,通过,周期行业（本次保留）,淘汰,行业分散上限：同一细分行业最多入选3家,8.94,10.56,1.27,580.30434,-1.43,0.2,13.237,34.179108,1.079243,27.597219,132.71102798,0.22869212,0.0,24.7260116084,70,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,76,一致,20260804150022,待评,未完成护城河初评,待核验
,471,601311,骆驼股份,SH,电池,保留,通过,普通行业,淘汰,综合得分未进入前50,8.0,14.73,0.96,93.85168944,-1.11,1.27,8.694,15.290193,0.929536,5.7935,17.6853774951,0.18843963,0.0,34.7092882093,60,通过,36,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,63,一致,20260804150021,待评,未完成护城河初评,待核验
