selection_rank,global_rank,code,name,exchange,industry,original_scope,result,secondary_scope,decision,decision_reason,price,pe_ttm,pb,market_cap_yi,change_pct,turnover_pct,roe_avg_10,gross_margin_avg_5,ocf_ni_avg_5,net_margin_avg_10,fcf_5_total_yi,fcf_to_market_cap_5y,share_inflation_5,debt_ratio,debt_limit,debt_gate,quality_score,quality_score_basis,valuation_score,composite_score,price_cross_check,quote_timestamp,moat_rating,moat_basis,moat_status
,532,603915,国茂股份,SH,通用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,13.63,41.37,2.39,91.03238202,1.04,0.92,13.748,24.255512,1.226549,12.731765,13.752188788,0.1510692,0.0,29.7202059292,60,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,14,60,一致,20260804150015,待评,未完成护城河初评,待核验
,568,603916,苏博特,SH,水泥,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,10.27,35.75,1.03,43.16766414,0.59,1.5,9.959,34.126103,2.563289,8.257521,4.9047737202,0.11362148,0.0,41.3791771523,60,通过,43,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,16,59,一致,20260804150023,待评,未完成护城河初评,待核验
,,603917,合力科技,SH,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,11.5,-106.99,1.42,23.4416,0.35,1.5,8.339,22.392603,1.685186,9.873935,0.7497813940000001,0.03198508,0.0,16.9256172123,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,12,52,一致,20260804150008,待评,未完成护城河初评,待核验
,147,603919,金徽酒,SH,白酒Ⅱ,保留,通过,普通行业,淘汰,行业分散上限：同一细分行业最多入选3家,16.43,10.19,2.46,83.34281751,-0.73,2.12,12.176,62.610389,1.232028,15.972773,11.787990685699999,0.14143979,0.0,35.5369656542,60,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,28,74,一致,20260804150028,待评,未完成护城河初评,待核验
,,603920,世运电路,SH,元件,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,33.06,162.58,3.78,238.22782,4.65,3.42,14.046,19.950724,1.880389,11.333214,17.5735372719,0.07376778,0.0,31.1978174746,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,49,一致,20260804150028,待评,未完成护城河初评,待核验
,479,603926,铁流股份,SH,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,15.47,30.39,2.1,36.04302872,0.45,1.72,10.443,18.377926,2.62697,8.042421,6.5293123399,0.18115327,0.0,42.5025306119,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,62,一致,20260804150019,待评,未完成护城河初评,待核验
,,603927,中科软,SH,软件开发,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,14.25,-186.88,3.99,118.4232,0.28,1.65,21.536,28.639746,1.107289,7.093198,20.3674347921,0.17198855,0.0,60.065744197,60,不通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,54,一致,20260804150015,待评,未完成护城河初评,待核验
,711,603931,格林达,SH,电子化学品Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,32.23,54.85,3.28,64.31766587,10.0,4.01,15.569,32.40684,1.156261,19.271583,4.4162167471,0.06866258,0.0,9.0491526492,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,51,一致,20260804150026,待评,未完成护城河初评,待核验
,,603938,三孚股份,SH,化学原料,周期,通过,周期行业（本次保留）,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,37.39,92.06,5.65,143.06329943,10.0,3.68,14.103,25.252964,1.393337,11.856721,5.1495265404,0.03599474,0.0,23.5441133105,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,4,46,一致,20260804150025,待评,未完成护城河初评,待核验
,130,603939,益丰药房,SH,医药商业,保留,通过,普通行业,淘汰,综合得分未进入前50,22.44,13.62,2.38,272.06087386,-1.19,1.41,13.537,39.511783,2.713065,6.110174,151.1313314307,0.55550557,0.0,54.9080484783,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,74,一致,20260804150025,待评,未完成护城河初评,待核验
,276,603948,建业股份,SH,化学制品,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,19.82,15.21,1.57,32.2053529,0.0,0.71,19.35,18.178784,1.186635,9.550416,13.3650433779,0.41499447,0.0,18.015817329,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,70,一致,20260804150019,待评,未完成护城河初评,待核验
,404,603949,雪龙集团,SH,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,13.65,30.66,2.72,28.76556037,0.22,1.24,19.239,36.581065,1.458815,23.106652,2.2960411356,0.0798191,0.0,11.0700157905,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,65,一致,20260804150022,待评,未完成护城河初评,待核验
,,603960,克来机电,SH,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,15.92,369.27,3.72,41.74190568,-1.61,1.74,10.749,23.20289,1.156164,12.551238,1.6347429838,0.03916311,0.0,10.3507639954,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,47,一致,20260804150023,待评,未完成护城河初评,待核验
,491,603966,法兰泰克,SH,专用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,7.89,18.92,2.03,41.05915729,-0.38,0.94,11.638,25.002662,1.185248,9.896679,3.975511309,0.09682399,0.0,52.1520066303,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,62,一致,20260804150012,待评,未完成护城河初评,待核验
,701,603977,国泰集团,SH,化学制品,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,11.59,45.08,2.13,72.00192787,0.35,1.22,8.484,36.083401,1.356233,11.168596,0.1469523135,0.00204095,0.0,42.7225474118,60,通过,38,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,14,52,一致,20260804150016,待评,未完成护城河初评,待核验
,517,603979,金诚信,SH,工业金属,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,71.53,18.55,4.04,446.19883247,-0.04,1.15,11.167,29.857133,1.449614,11.195543,33.666692115100005,0.07545222,0.0,49.832909974,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,61,一致,20260804150025,待评,未完成护城河初评,待核验
,760,603986,兆易创新,SH,半导体,保留,通过,普通行业,淘汰,综合得分未进入前50,356.02,42.74,10.08,2498.35267005,4.48,9.46,14.842,41.368085,2.386012,17.639841,54.906134081400005,0.02197693,0.0,10.1593019242,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,4,46,一致,20260804150026,待评,未完成护城河初评,待核验
,145,603987,康德莱,SH,医疗器械,保留,通过,普通行业,淘汰,综合得分未进入前50,7.37,14.88,1.16,32.19148786,-0.41,0.95,11.75,34.030349,1.568584,9.433334,5.417612086799999,0.16829331,0.0,27.1021648545,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,74,一致,20260804150028,待评,未完成护城河初评,待核验
,445,603992,松霖科技,SH,家居用品,保留,通过,普通行业,淘汰,综合得分未进入前50,24.4,28.33,3.05,108.10220408,0.74,0.52,15.519,32.736769,1.48346,11.639995,10.3147002523,0.09541619,0.0,25.5657764559,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,15,63,一致,20260804150026,待评,未完成护城河初评,待核验
,148,603998,方盛制药,SH,中药Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,9.54,11.85,2.51,41.88836174,-0.21,1.52,10.658,68.6507,1.238648,10.427963,3.8233026145999998,0.09127362,0.0,41.0026774905,60,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,28,74,一致,20260804150020,待评,未完成护城河初评,待核验
,514,605005,合兴股份,SH,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,15.03,33.79,2.94,60.2703,0.07,0.2,16.456,31.363587,1.377295,13.355869,1.3788472923,0.02287772,0.0,20.2749409684,60,通过,43,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,61,一致,20260804150024,待评,未完成护城河初评,待核验
,89,605009,豪悦护理,SH,个护用品,保留,通过,普通行业,淘汰,综合得分未进入前50,24.23,15.59,1.58,52.08419086,-0.78,0.66,32.494,27.164646,1.476992,13.085396,6.6088384977,0.12688761,0.0,33.1360877522,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,76,一致,20260804150020,待评,未完成护城河初评,待核验
,,605028,世茂能源,SH,电力,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,26.33,351.29,3.29,42.128,1.39,1.01,23.558,61.920799,1.255,39.851236,3.4611016713,0.0821568,0.0,10.762530115,70,通过,52,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,59,一致,20260804150019,待评,未完成护城河初评,待核验
,480,605058,澳弘电子,SH,元件,保留,通过,普通行业,淘汰,综合得分未进入前50,24.72,26.69,2.02,35.33108966,3.56,1.73,13.10875,23.394324,1.769333,12.519147,2.6610437034,0.07531734,0.0,50.4922880965,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,62,一致,20260804150027,待评,未完成护城河初评,待核验
,640,605060,联德股份,SH,通用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,37.68,36.35,3.71,90.6550656,7.66,2.39,16.6,35.756509,1.235487,20.349631,1.4849013146,0.01637968,0.0,17.1722493665,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,11,55,一致,20260804150027,待评,未完成护城河初评,待核验
,504,605066,天正电气,SH,电网设备,保留,通过,普通行业,淘汰,综合得分未进入前50,6.78,44.07,1.96,34.06496588,2.11,1.49,15.68,25.030446,1.705014,5.394361,2.9083541673,0.08537669,0.0,43.2423264342,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,14,61,一致,20260804150026,待评,未完成护城河初评,待核验
,83,605080,浙江自然,SH,文娱用品,保留,通过,普通行业,淘汰,综合得分未进入前50,20.23,9.94,1.26,28.50593521,0.65,0.96,20.889,35.044977,1.093435,20.959824,1.4471838447999998,0.05076781,0.0,12.9933931159,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,77,一致,20260804150024,待评,未完成护城河初评,待核验
,599,605086,龙高股份,SH,非金属材料Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,23.19,55.08,2.6,41.55648,1.8,0.73,13.438889,62.256681,1.222048,34.109977,4.9118599942,0.11819721,0.0,5.0720916878,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,57,一致,20260804150012,待评,未完成护城河初评,待核验
,496,605088,冠盛股份,SH,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,21.12,13.76,1.51,42.81574239,-0.47,2.21,14.175,23.929344,1.253739,6.448261,0.7162844957,0.01672947,0.0,57.4482035779,60,通过,37,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,62,一致,20260804150008,待评,未完成护城河初评,待核验
,227,605089,味知香,SH,食品加工,保留,通过,普通行业,淘汰,综合得分未进入前50,20.11,30.53,2.28,27.7518,-0.89,1.05,28.996,24.244509,1.397789,15.500245,4.4662481693,0.16093544,0.0,16.0794656111,60,通过,53,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,71,一致,20260804150023,待评,未完成护城河初评,待核验
,364,605098,行动教育,SH,教育,保留,通过,普通行业,淘汰,综合得分未进入前50,60.1,45.86,7.91,71.6699111,5.01,2.39,33.775,77.480417,1.541689,29.665193,16.8102319684,0.23455076,0.0,57.43936262,60,通过,58,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,8,66,一致,20260804150026,待评,未完成护城河初评,待核验
,263,605099,共创草坪,SH,家居用品,保留,通过,普通行业,淘汰,综合得分未进入前50,32.66,16.37,4.38,131.4057039,-1.42,0.44,30.632,30.39058,0.952794,18.698686,15.3765596939,0.11701592,0.0,24.8129213376,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,70,一致,20260804150025,待评,未完成护城河初评,待核验
,,605100,华丰股份,SH,通用设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,29.96,138.85,3.97,71.6109912,2.25,1.6,10.39,15.953937,3.759506,9.132,1.1684890664,0.01631717,0.0,19.0264870575,60,通过,37,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,44,一致,20260804150015,待评,未完成护城河初评,待核验
,738,605111,新洁能,SH,半导体,保留,通过,普通行业,淘汰,综合得分未进入前50,49.48,54.34,4.82,205.50655415,7.96,5.24,19.432,35.197994,0.968504,18.411521,13.265069575899998,0.06454816,0.0,9.5551562406,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,49,一致,20260804150026,待评,未完成护城河初评,待核验
,420,605117,德业股份,SH,光伏设备,保留,通过,普通行业,淘汰,综合得分未进入前50,82.48,22.1,10.55,1050.16095849,1.9,0.77,41.527,35.541334,1.277102,16.035591,85.1837765896,0.08111497,0.0,48.1115024195,60,通过,52,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,12,64,一致,20260804150027,待评,未完成护城河初评,待核验
,633,605118,力鼎光电,SH,计算机设备,保留,通过,普通行业,淘汰,综合得分未进入前50,29.23,42.66,8.05,120.2127595,3.29,1.09,32.604,43.197538,1.220565,31.971591,5.3036208406,0.04411862,0.0,17.3825616502,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,4,55,一致,20260804150027,待评,未完成护城河初评,待核验
,369,605155,西大门,SH,家居用品,保留,通过,普通行业,淘汰,综合得分未进入前50,13.47,31.99,1.93,25.66295941,-0.37,2.22,15.319,39.211937,1.238546,17.427173,2.5696547622,0.10013088,0.0,8.5349366206,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,66,一致,20260804150014,待评,未完成护城河初评,待核验
,555,605162,新中港,SH,电力,保留,通过,普通行业,淘汰,综合得分未进入前50,8.55,77.96,2.38,37.86335959,1.3,4.92,22.074,25.680995,1.776261,17.810618,1.1502409965,0.03037874,0.0,28.442675783,70,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,59,一致,20260804150027,待评,未完成护城河初评,待核验
,,605168,三人行,SH,广告营销,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,37.57,180.04,3.07,79.20394164,6.16,3.96,36.384,18.109424,0.893903,11.391542,6.6897028433,0.08446174,0.0,34.3143940709,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,52,一致,20260804150026,待评,未完成护城河初评,待核验
,,605169,洪通燃气,SH,燃气Ⅱ,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,10.12,163.11,1.46,28.627456,-0.3,1.03,14.378,21.235383,1.566269,12.241948,1.0723933781000001,0.03746031,0.0,17.6978143126,70,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,12,56,一致,20260804150026,待评,未完成护城河初评,待核验
,293,605183,确成股份,SH,橡胶,保留,通过,普通行业,淘汰,综合得分未进入前50,14.57,19.14,1.67,60.49236781,-1.35,0.34,15.78,31.963499,1.042487,21.663759,8.1112604967,0.13408734,0.0,14.355178739,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,69,一致,20260804150016,待评,未完成护城河初评,待核验
,610,605228,神通科技,SH,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,10.53,27.26,2.21,50.44452509,0.86,1.17,12.96,20.584046,1.926344,5.962469,1.1218283601999999,0.02223885,-0.000209,44.910377381,60,通过,39,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,57,一致,20260804150024,待评,未完成护城河初评,待核验
,,605255,天普股份,SH,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,68.0,-957.74,11.26,91.1744,3.41,0.67,10.51,36.280807,2.780089,16.31779,0.4695877934,0.00515043,0.0,52.4776356354,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,42,一致,20260804150021,待评,未完成护城河初评,待核验
,540,605277,新亚电子,SH,消费电子,保留,通过,普通行业,淘汰,综合得分未进入前50,15.05,32.89,3.49,58.51220556,1.76,1.28,23.365,17.519279,1.313214,8.394434,4.7187844148,0.08064616,0.0,51.3891558433,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,15,60,一致,20260804150016,待评,未完成护城河初评,待核验
