代码,简称,公告标题,公告时间,公告链接
002028,思源电气,2024年度监事会工作报告,2025-04-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1223145406&orgId=gssz0002028&announcementTime=2025-04-19 00:00:00
002028,思源电气,2024年年度审计报告,2025-04-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1223145402&orgId=gssz0002028&announcementTime=2025-04-19 00:00:00
002028,思源电气,2024年年度报告,2025-04-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1223145398&orgId=gssz0002028&announcementTime=2025-04-19 00:00:00
002028,思源电气,思源电气股份有限公司董事会审计委员会对会计师事务所履行监督职责情况的报告,2025-04-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1223145396&orgId=gssz0002028&announcementTime=2025-04-19 00:00:00
002028,思源电气,内部控制自我评价报告,2025-04-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1223145393&orgId=gssz0002028&announcementTime=2025-04-19 00:00:00
002028,思源电气,关于举行2024年年度报告网上说明会的通知,2025-04-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1223145391&orgId=gssz0002028&announcementTime=2025-04-19 00:00:00
002028,思源电气,年度关联方资金占用专项审计报告,2025-04-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1223145389&orgId=gssz0002028&announcementTime=2025-04-19 00:00:00
002028,思源电气,监事会对公司内部控制评价报告的意见,2025-04-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1223145387&orgId=gssz0002028&announcementTime=2025-04-19 00:00:00
002028,思源电气,监事会决议公告,2025-04-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1223145384&orgId=gssz0002028&announcementTime=2025-04-19 00:00:00
002028,思源电气,内部控制审计报告,2025-04-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1223145381&orgId=gssz0002028&announcementTime=2025-04-19 00:00:00
002028,思源电气,独立董事年度述职报告,2025-04-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1223145380&orgId=gssz0002028&announcementTime=2025-04-19 00:00:00
002028,思源电气,关于董事长提议回购公司股份的提示性公告,2025-04-08 09:25:04,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1223023969&orgId=gssz0002028&announcementTime=2025-04-08 09:25:04
002028,思源电气,独立董事关于聘任高级管理人员的独立意见,2025-03-29 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1222941458&orgId=gssz0002028&announcementTime=2025-03-29 00:00:00
002028,思源电气,2025-003 关于聘任高级管理人员的公告,2025-03-29 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1222941451&orgId=gssz0002028&announcementTime=2025-03-29 00:00:00
002028,思源电气,第八届董事会第十七次会议决议公告,2025-03-29 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1222941443&orgId=gssz0002028&announcementTime=2025-03-29 00:00:00
002028,思源电气,2024年度业绩快报,2025-01-18 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1222366322&orgId=gssz0002028&announcementTime=2025-01-18 00:00:00
002028,思源电气,关于子公司江苏思源电池技术有限公司完成工商变更登记的公告,2024-12-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1222128155&orgId=gssz0002028&announcementTime=2024-12-25 00:00:00
002028,思源电气,第八届董事会第十六次会议决议公告,2024-11-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1221777673&orgId=gssz0002028&announcementTime=2024-11-20 00:00:00
002028,思源电气,关于变更子公司江苏思源电池技术有限公司增资方案的公告,2024-11-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1221777672&orgId=gssz0002028&announcementTime=2024-11-20 00:00:00
002028,思源电气,2024年第一次临时股东大会决议公告,2024-11-05 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1221626054&orgId=gssz0002028&announcementTime=2024-11-05 00:00:00
002028,思源电气,北京大成（上海）律师事务所关于思源电气股份有限公司2024年第一次临时股东大会法律意见书,2024-11-05 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1221626048&orgId=gssz0002028&announcementTime=2024-11-05 00:00:00
002028,思源电气,董事会决议公告,2024-10-26 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1221522537&orgId=gssz0002028&announcementTime=2024-10-26 00:00:00
002028,思源电气,2024年三季度报告,2024-10-26 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1221522535&orgId=gssz0002028&announcementTime=2024-10-26 00:00:00
002028,思源电气,监事会决议公告,2024-10-26 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1221522533&orgId=gssz0002028&announcementTime=2024-10-26 00:00:00
002028,思源电气,关于控股子公司江苏思源高压开关有限公司高压智能组合电器（GIS）生产基地建设项目投资的公告,2024-10-26 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1221522532&orgId=gssz0002028&announcementTime=2024-10-26 00:00:00
002028,思源电气,关于聘任2024年度审计机构的公告,2024-10-18 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1221418255&orgId=gssz0002028&announcementTime=2024-10-18 00:00:00
002028,思源电气,关于召开2024年度第一次临时股东大会的通知,2024-10-18 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1221418254&orgId=gssz0002028&announcementTime=2024-10-18 00:00:00
002028,思源电气,第八届董事会第十四次会议决议公告,2024-10-18 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1221418253&orgId=gssz0002028&announcementTime=2024-10-18 00:00:00
002028,思源电气,思源电气股份有限公司股票交易异常波动公告,2024-10-09 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1221342566&orgId=gssz0002028&announcementTime=2024-10-09 00:00:00
002028,思源电气,高级管理人员股份减持计划实施完毕的公告,2024-08-27 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220988577&orgId=gssz0002028&announcementTime=2024-08-27 00:00:00
002028,思源电气,半年报董事会决议公告,2024-08-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220896474&orgId=gssz0002028&announcementTime=2024-08-17 00:00:00
002028,思源电气,半年度非经营性资金占用及其他关联资金往来情况汇总表,2024-08-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220896472&orgId=gssz0002028&announcementTime=2024-08-17 00:00:00
002028,思源电气,半年报财务报表,2024-08-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220896471&orgId=gssz0002028&announcementTime=2024-08-17 00:00:00
002028,思源电气,2024年半年度财务报告,2024-08-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220896470&orgId=gssz0002028&announcementTime=2024-08-17 00:00:00
002028,思源电气,半年报监事会决议公告,2024-08-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220896469&orgId=gssz0002028&announcementTime=2024-08-17 00:00:00
002028,思源电气,2024年半年度报告摘要,2024-08-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220896468&orgId=gssz0002028&announcementTime=2024-08-17 00:00:00
002028,思源电气,2024年半年度报告,2024-08-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220896467&orgId=gssz0002028&announcementTime=2024-08-17 00:00:00
002028,思源电气,关于2023年股票期权激励计划第一个行权期采用自主行权模式的提示性公告,2024-07-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220720572&orgId=gssz0002028&announcementTime=2024-07-25 00:00:00
002028,思源电气,第八届董事会第十二次会议决议公告,2024-07-16 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220647498&orgId=gssz0002028&announcementTime=2024-07-16 00:00:00
002028,思源电气,2024年半年度业绩快报,2024-07-13 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220627794&orgId=gssz0002028&announcementTime=2024-07-13 00:00:00
002028,思源电气,第八届监事会第八次会议决议公告,2024-07-10 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220588392&orgId=gssz0002028&announcementTime=2024-07-10 00:00:00
002028,思源电气,北京大成（上海）律师事务所关于公司2023年股票期权激励计划调整行权价格的法律意见书,2024-07-10 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220588391&orgId=gssz0002028&announcementTime=2024-07-10 00:00:00
002028,思源电气,关于调整2023年股票期权激励计划期权行权价格的公告,2024-07-10 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220588390&orgId=gssz0002028&announcementTime=2024-07-10 00:00:00
002028,思源电气,独立董事关于调整2023年股票期权激励计划期权行权价格的独立意见,2024-07-10 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220588389&orgId=gssz0002028&announcementTime=2024-07-10 00:00:00
002028,思源电气,第八届董事会第十一次会议决议公告,2024-07-10 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220588388&orgId=gssz0002028&announcementTime=2024-07-10 00:00:00
002028,思源电气,关于2023年股票期权激励计划部分股票期权注销完成的公告,2024-07-04 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220526233&orgId=gssz0002028&announcementTime=2024-07-04 00:00:00
002028,思源电气,关于全资子公司江苏思源能源技术有限公司完成工商变更登记的公告,2024-07-03 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220520616&orgId=gssz0002028&announcementTime=2024-07-03 00:00:00
002028,思源电气,第八届监事会第七次会议决议公告,2024-06-29 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220496000&orgId=gssz0002028&announcementTime=2024-06-29 00:00:00
002028,思源电气,关于开展铜期货套期保值业务的公告,2024-06-29 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220495999&orgId=gssz0002028&announcementTime=2024-06-29 00:00:00
002028,思源电气,独立董事关于公司第八届董事会第 十 次会议相关事项的独立意见,2024-06-29 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220495997&orgId=gssz0002028&announcementTime=2024-06-29 00:00:00
002028,思源电气,关于调整2023年股票期权激励计划激励对象、期权数量及注销部分期权的公告,2024-06-29 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220495995&orgId=gssz0002028&announcementTime=2024-06-29 00:00:00
002028,思源电气,第八届董事会第十次会议决议公告,2024-06-29 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220495993&orgId=gssz0002028&announcementTime=2024-06-29 00:00:00
002028,思源电气,关于2023年股票期权激励计划第一个行权期行权条件成就的公告,2024-06-29 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220495991&orgId=gssz0002028&announcementTime=2024-06-29 00:00:00
002028,思源电气,北京大成（上海）律师事务所关于公司2023年股票期权激励计划调整及第一个行权期行权条件成就的法律意见书,2024-06-29 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220495989&orgId=gssz0002028&announcementTime=2024-06-29 00:00:00
002028,思源电气,高级管理人员股份减持计划的预披露公告,2024-06-19 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220392319&orgId=gssz0002028&announcementTime=2024-06-19 00:00:00
002028,思源电气,2023年度权益分派实施公告,2024-06-15 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220359216&orgId=gssz0002028&announcementTime=2024-06-15 00:00:00
002028,思源电气,高级管理人员股份减持计划实施完毕的公告,2024-06-08 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220302339&orgId=gssz0002028&announcementTime=2024-06-08 00:00:00
002028,思源电气,2023年度股东大会决议公告,2024-06-08 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220301058&orgId=gssz0002028&announcementTime=2024-06-08 00:00:00
002028,思源电气,北京大成（上海）律师事务所关于思源电气股份有限公司2023年度股东大会的法律意见书,2024-06-08 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220301057&orgId=gssz0002028&announcementTime=2024-06-08 00:00:00
002028,思源电气,关于我司投资的合伙企业集岑合伙的进展公告,2024-06-08 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220300948&orgId=gssz0002028&announcementTime=2024-06-08 00:00:00
002028,思源电气,关于全资子公司江苏思源特种变压器有限公司完成工商变更登记的公告,2024-05-24 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220143421&orgId=gssz0002028&announcementTime=2024-05-24 00:00:00
002028,思源电气,关于修订《公司章程》的公告,2024-05-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220073612&orgId=gssz0002028&announcementTime=2024-05-17 00:00:00
002028,思源电气,《 独立董事工作制度》,2024-05-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220073611&orgId=gssz0002028&announcementTime=2024-05-17 00:00:00
002028,思源电气,《薪酬与考核委员会议事规则》,2024-05-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220073610&orgId=gssz0002028&announcementTime=2024-05-17 00:00:00
002028,思源电气,关于召开2023年度股东大会的通知,2024-05-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220073609&orgId=gssz0002028&announcementTime=2024-05-17 00:00:00
002028,思源电气,第八届董事会第九次会议决议公告,2024-05-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220073608&orgId=gssz0002028&announcementTime=2024-05-17 00:00:00
002028,思源电气,《董事会审计委员会议事规则》,2024-05-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220073607&orgId=gssz0002028&announcementTime=2024-05-17 00:00:00
002028,思源电气,《董事会审计委员会年报工作规程》,2024-05-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220073606&orgId=gssz0002028&announcementTime=2024-05-17 00:00:00
002028,思源电气,思源电气股份有限公司2023年度股东大会会议资料,2024-05-17 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1220073605&orgId=gssz0002028&announcementTime=2024-05-17 00:00:00
002028,思源电气,董事会决议公告,2024-04-29 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219854313&orgId=gssz0002028&announcementTime=2024-04-29 00:00:00
002028,思源电气,关于全资子公司江苏思源中压开关有限公司完成工商变更登记的公告,2024-04-29 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219854312&orgId=gssz0002028&announcementTime=2024-04-29 00:00:00
002028,思源电气,监事会决议公告,2024-04-29 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219854311&orgId=gssz0002028&announcementTime=2024-04-29 00:00:00
002028,思源电气,2024年一季度报告,2024-04-29 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219854310&orgId=gssz0002028&announcementTime=2024-04-29 00:00:00
002028,思源电气,关于全资子公司思源清能完成工商变更登记的公告,2024-04-25 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219786759&orgId=gssz0002028&announcementTime=2024-04-25 00:00:00
002028,思源电气,内部控制审计报告,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702387&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,董事会对独立董事独立性评估的专项意见,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702384&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,监事会决议公告,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702383&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,内部控制自我评价报告,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702380&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,思源电气股份有限公司董事会审计委员会对会计师事务所履行监督职责情况的报告,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702378&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,监事会对公司内部控制评价报告的意见,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702377&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,年度关联方资金占用专项审计报告,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702375&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,2023年度监事会工作报告,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702374&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,2023年年度报告摘要,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702373&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,关于举行2023年年度报告网上说明会的通知,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702372&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,关于2023年度计提资产减值准备及资产核销的公告,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702371&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,独立董事年度述职报告,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702369&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,独立董事关于公司第八届董事会第七次会议相关事项的专项说明和独立意见,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702368&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,2023年年度报告,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702367&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,董事会决议公告,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702364&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,2023年年度审计报告,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702361&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,关于对全资子公司江苏思源特种变压器有限公司增资的公告,2024-04-20 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219702358&orgId=gssz0002028&announcementTime=2024-04-20 00:00:00
002028,思源电气,2024年第一季度业绩预告,2024-04-08 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219516908&orgId=gssz0002028&announcementTime=2024-04-08 00:00:00
002028,思源电气,关于我司投资的合伙企业集岑合伙第三次分配方案的进展公告,2024-03-27 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219408840&orgId=gssz0002028&announcementTime=2024-03-27 00:00:00
002028,思源电气,董事兼副总经理股份减持计划的预披露公告,2024-03-27 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219408448&orgId=gssz0002028&announcementTime=2024-03-27 00:00:00
002028,思源电气,关于对全资子公司江苏思源能源技术有限公司减资的公告,2024-03-15 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219305870&orgId=gssz0002028&announcementTime=2024-03-15 00:00:00
002028,思源电气,关于对全资子公司江苏思源中压开关有限公司增资的公告,2024-03-15 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219305868&orgId=gssz0002028&announcementTime=2024-03-15 00:00:00
002028,思源电气,关于对全资子公司思源清能电气电子有限公司增资的公告,2024-03-15 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219305867&orgId=gssz0002028&announcementTime=2024-03-15 00:00:00
002028,思源电气,第八届董事会第六次会议决议公告,2024-03-15 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1219305865&orgId=gssz0002028&announcementTime=2024-03-15 00:00:00
002028,思源电气,2023年度业绩快报,2024-01-18 00:00:00,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002028&announcementId=1218931294&orgId=gssz0002028&announcementTime=2024-01-18 00:00:00
