board_code,board_name,pe,pb,market_cap_yi,turnover_yi,change_pct
BK1594,化学制剂,54.35,,20861.72,381.18,0.47
BK1493,动力煤,18.18,,20174.29,108.99,1.52
BK0456,家用电器,17.81,,19469.1,169.74,1.71
BK1615,铜,17.38,,19208.51,407.84,3.24
BK1209,建筑装饰,13.25,,17303.97,250.52,2.39
BK0538,化学制品,34.67,,16363.28,373.91,2.54
BK1574,油气开采Ⅲ,12.91,,16322.37,43.05,2.52
BK1276,油气开采Ⅱ,12.91,,16322.37,43.05,2.52
BK0457,电网设备,35.49,,16297.03,563.31,6.57
BK0910,专用设备,50.85,,15435.26,313.45,2.83
BK0737,软件开发,311.42,,14896.0,392.33,-0.03
BK0735,计算机设备,49.74,,14872.85,442.8,1.0
BK1038,光学光电子,158.3,,14313.64,406.8,0.7
BK1262,乘用车,32.21,,13663.69,59.35,2.12
BK1031,光伏设备,-41.88,,13458.39,339.0,3.3
BK0486,传媒,49.31,,13317.64,343.12,0.99
BK1444,IT服务Ⅲ,-198.88,,13191.38,616.73,0.88
BK1238,IT服务Ⅱ,-198.88,,13191.38,616.73,0.88
BK1380,水力发电,20.64,,12774.78,83.0,-0.98
BK1609,城商行Ⅲ,5.98,,12614.8,63.46,0.63
BK1237,自动化设备,83.87,,12450.53,358.13,1.29
BK1041,医疗器械,47.26,,12285.24,192.31,1.17
BK0433,农林牧渔,79.12,,11723.25,139.94,2.05
BK0450,航运港口,12.89,,11570.38,101.69,1.22
BK1239,白色家电,13.64,,11494.95,44.91,0.48
BK1377,火力发电,14.12,,11100.62,393.14,1.18
BK1208,建筑材料,90.53,,10716.18,229.09,2.71
BK1027,小金属,47.23,,10568.51,297.36,2.47
BK0727,医疗服务,35.87,,10519.58,272.7,0.04
BK1526,底盘与发动机系统,29.2,,10131.35,196.12,2.63
BK1325,半导体材料,538.66,,10129.02,353.75,-2.53
BK1446,其他计算机设备,102.74,,9923.77,383.68,0.97
BK1386,军工电子Ⅲ,177.37,,9870.94,248.6,2.06
BK1233,军工电子Ⅱ,177.37,,9870.94,248.6,2.06
BK1447,垂直应用软件,364.37,,9773.04,269.08,0.29
BK1519,电动乘用车,33.53,,9735.47,43.77,1.56
BK1384,航空装备Ⅲ,69.73,,9219.71,129.88,2.76
BK1231,航空装备Ⅱ,69.73,,9219.71,129.88,2.76
BK0731,农化制品,22.5,,9112.53,195.72,3.25
BK1450,空调,11.89,,9109.93,35.26,0.49
BK1212,轻工制造,59.91,,9101.74,133.29,2.35
BK1613,铝,13.12,,9077.1,220.18,4.56
BK1044,生物制品,-357.08,,8803.55,128.35,-0.13
BK1202,房地产,-4.31,,8775.06,132.63,1.84
BK1335,面板,96.04,,8574.1,228.8,1.26
BK0479,钢铁,73.17,,8354.15,86.88,2.69
BK0451,房地产开发,-4.17,,8206.99,123.32,1.64
BK1213,商贸零售,-66.99,,8205.47,127.08,1.8
BK1019,化学原料,34.32,,8042.88,192.23,3.23
BK1302,电池化学品,40.99,,8014.66,296.98,5.68
BK1600,医疗研发外包,30.63,,8011.02,220.99,-0.68
BK0728,环保,33.57,,7960.88,157.02,3.48
BK0421,铁路公路,16.8,,7936.58,36.76,1.75
BK1247,基础建设,10.29,,7931.23,61.72,2.95
BK1405,其他专用设备,72.97,,7904.87,190.52,2.04
BK1608,中药Ⅲ,27.0,,7814.02,126.87,0.65
BK1040,中药Ⅱ,27.0,,7814.02,126.87,0.65
BK1374,风力发电,32.83,,7808.0,98.95,3.86
BK0739,工程机械,22.68,,7704.0,82.58,3.33
BK1472,基建市政工程,8.81,,7527.75,52.15,2.33
BK1396,金属制品,78.61,,7147.56,150.99,1.96
BK1592,通信线缆及配套,92.32,,6916.64,309.78,1.71
BK1332,电子化学品Ⅲ,106.97,,6813.59,337.57,-1.73
BK1039,电子化学品Ⅱ,106.97,,6813.59,337.57,-1.73
BK1235,环境治理,30.33,,6605.58,125.45,3.61
BK1034,其他电源设备Ⅱ,62.95,,6561.13,159.09,2.3
BK1482,航运,12.99,,6549.66,79.77,1.49
BK1596,其他生物制品,78.88,,6350.89,99.31,-0.17
BK0422,物流,26.64,,6286.19,46.24,2.46
BK0454,塑料,71.93,,6028.63,163.49,1.78
BK0732,贵金属,21.81,,5884.96,270.96,3.07
BK0458,仪器仪表,131.7,,5815.81,134.76,1.71
BK1327,分立器件,-99.56,,5806.5,258.27,-1.86
BK0420,航空机场,30.19,,5774.3,33.6,1.19
BK0546,玻璃玻纤,94.32,,5740.04,172.42,1.75
BK1393,工程机械整机,19.01,,5705.06,69.97,3.64
BK0436,纺织服饰,25.24,,5701.24,96.27,2.57
BK1330,模拟芯片设计,810.9,,5593.79,149.41,-3.01
BK1605,医疗设备,40.47,,5543.03,73.07,1.45
BK1311,输变电设备,37.56,,5456.23,218.23,8.72
BK1462,玻纤制造,67.67,,5239.29,163.68,0.55
BK1403,能源及重型设备,35.03,,5225.52,89.7,3.73
BK1346,住宅开发,-3.3,,5190.64,105.06,1.99
BK1226,普钢,-407.68,,5143.98,48.8,2.37
BK1448,横向通用软件,243.82,,5122.95,123.25,-0.98
BK0738,多元金融,20.03,,5027.08,51.31,1.59
BK1481,港口,12.76,,5020.72,21.92,0.91
BK1376,核力发电,23.67,,4974.13,13.5,0.97
BK1445,安防设备,24.45,,4949.08,59.12,1.06
BK1339,被动元件,63.22,,4920.59,274.73,1.29
BK1383,航海装备Ⅲ,29.54,,4910.22,63.57,3.13
BK1230,航海装备Ⅱ,29.54,,4910.22,63.57,3.13
BK1617,黄金,21.07,,4897.57,202.17,2.01
BK1259,养殖业,60.64,,4860.65,57.66,1.3
BK1309,电网自动化设备,30.82,,4730.08,113.6,5.61
BK1367,板材,15169.13,,4714.99,44.1,2.27
BK1525,车身附件及饰件,17.78,,4644.06,51.37,1.02
BK1320,逆变器,26.74,,4540.54,163.8,5.93
BK1214,社会服务,46.39,,4515.55,89.4,1.93
BK1328,集成电路封测,95.97,,4505.34,454.89,-4.31
BK1479,航空运输,31.21,,4446.18,26.74,1.39
BK1407,工控设备,49.57,,4388.44,81.2,1.53
BK1322,其他电源设备Ⅲ,98.6,,4302.46,113.15,2.26
BK0440,家居用品,34.85,,4278.18,49.12,2.02
BK1529,汽车电子电气系统,32.5,,4208.73,65.12,1.32
BK1282,饮料乳品,20.93,,4205.51,40.21,0.94
BK1015,能源金属,24.47,,4178.58,209.92,6.42
BK1428,其他化学制品,82.61,,4175.59,84.16,2.65
BK1512,生猪养殖,71.59,,4128.96,42.05,0.09
BK0482,一般零售,-15.98,,4072.39,62.67,1.71
BK1394,轨交设备Ⅲ,19.14,,4039.12,30.19,3.47
BK1236,轨交设备Ⅱ,19.14,,4039.12,30.19,3.47
BK1604,医疗耗材,42.29,,4031.88,55.63,1.12
BK1485,铁路运输,18.24,,3973.01,18.21,1.62
BK1336,其他电子Ⅲ,54.05,,3964.81,154.01,1.5
BK1223,其他电子Ⅱ,54.05,,3964.81,154.01,1.5
BK1624,其他小金属,54.74,,3936.58,131.41,2.5
BK1248,专业工程,26.36,,3928.91,74.8,1.76
BK1520,综合乘用车,29.35,,3928.21,15.58,2.4
BK1398,其他通用设备,59.9,,3906.44,117.6,1.81
BK1301,游戏Ⅲ,22.43,,3890.3,134.82,0.09
BK1046,游戏Ⅱ,22.43,,3890.3,134.82,0.09
BK1593,通信终端及配件,66.58,,3794.0,154.9,-0.24
BK1288,金属新材料,69.99,,3791.73,112.31,2.62
BK1483,高速公路,14.67,,3695.59,12.68,0.9
BK1032,风电设备,55.69,,3614.6,90.37,3.9
BK1385,航天装备Ⅲ,385.6,,3556.21,66.71,2.61
BK1232,航天装备Ⅱ,385.6,,3556.21,66.71,2.61
BK1576,调味发酵品Ⅲ,27.98,,3458.38,30.52,0.95
BK1278,调味发酵品Ⅱ,27.98,,3458.38,30.52,0.95
BK1334,光学元件,191.14,,3425.64,115.25,-0.65
BK1434,钾肥,18.77,,3419.33,68.07,5.42
BK1455,家电零部件Ⅲ,36.62,,3368.19,69.9,1.44
BK1242,家电零部件Ⅱ,36.62,,3368.19,69.9,1.44
BK1595,原料药,63.44,,3279.99,95.76,0.87
BK1312,线缆部件及其他,57.27,,3248.91,160.44,7.04
BK1409,激光设备,91.06,,3159.04,130.51,1.11
BK1389,固废治理,22.96,,3124.88,65.38,3.7
BK1621,锂,39.23,,3110.58,164.01,7.3
BK1424,氟化工,31.09,,3050.06,100.02,3.8
BK1042,医药商业,16.49,,3007.54,33.62,0.68
BK1315,光伏电池组件,-11.8,,2958.47,58.51,3.2
BK1528,其他汽车零部件,42.28,,2939.78,59.38,2.48
BK1225,服装家纺,34.19,,2898.62,51.44,2.41
BK1489,快递,14.59,,2797.94,12.65,-0.54
BK1337,品牌消费电子,34.21,,2733.3,35.89,0.39
BK1603,体外诊断,97.99,,2710.33,63.61,0.93
BK1390,水务及水治理,23.52,,2709.42,43.93,3.45
BK0424,水泥,101.6,,2708.87,24.75,3.48
BK1220,广告营销,98.18,,2690.88,81.02,1.63
BK1426,聚氨酯,19.49,,2676.61,47.78,3.67
BK1256,农产品加工,44.33,,2672.06,16.04,2.04
BK1264,商用车,27.33,,2643.65,31.87,2.72
BK1410,其他自动化设备,97.9,,2630.84,56.63,1.38
BK0471,化学纤维,47.39,,2622.64,36.92,2.61
BK1470,房屋建设Ⅲ,7.26,,2610.84,20.64,1.35
BK1246,房屋建设Ⅱ,7.26,,2610.84,20.64,1.35
BK1626,稀土,61.75,,2609.49,67.65,2.25
BK1381,燃气Ⅲ,21.46,,2579.19,45.67,3.13
BK1028,燃气Ⅱ,21.46,,2579.19,45.67,3.13
BK1612,农商行Ⅲ,5.8,,2558.52,15.86,0.62
BK1419,煤化工,18.21,,2549.0,65.43,3.97
BK1035,美容护理,32.64,,2528.5,41.66,0.84
BK1585,乳品,19.97,,2497.62,27.23,0.98
BK1625,钨,41.61,,2495.4,70.32,1.07
BK1589,通信应用增值服务,63.38,,2467.29,88.12,1.17
BK1464,水泥制造,65.63,,2446.3,19.25,2.85
BK1359,金融控股,19.22,,2440.37,19.84,1.71
BK1429,食品及饲料添加剂,18.18,,2413.93,28.41,1.56
BK1449,冰洗,31.15,,2385.02,9.65,0.47
BK1275,油服工程,22.02,,2348.44,70.76,4.99
BK1527,轮胎轮毂,16.55,,2344.58,22.4,2.59
BK1333,LED,-137.88,,2313.9,62.75,1.06
BK1218,出版,17.16,,2294.79,16.96,1.38
BK1265,包装印刷,50.48,,2282.78,38.19,2.47
BK1307,电机Ⅲ,49.49,,2278.61,38.49,2.51
BK1030,电机Ⅱ,49.49,,2278.61,38.49,2.51
BK1408,机器人,-1383.44,,2272.22,89.79,0.89
BK0476,装修建材,73.48,,2267.27,31.92,2.67
BK1280,食品加工,32.95,,2262.58,29.39,1.31
BK1607,医药流通,15.81,,2215.35,25.05,0.76
BK1263,摩托车及其他,25.23,,2196.62,23.61,1.64
BK1477,其他专业工程,89.67,,2182.14,50.85,1.21
BK1313,风电零部件,81.12,,2152.95,55.31,4.16
BK1373,电能综合服务,26.35,,2123.79,60.47,0.63
BK1279,非白酒,21.83,,2115.4,16.49,0.33
BK1352,非运动服装,30.56,,2100.1,23.92,2.54
BK1494,焦煤,54.54,,2078.66,25.89,1.98
BK1310,配电设备,25.2,,2047.43,49.2,5.76
BK1439,膜材料,159.92,,2044.42,72.48,1.73
BK1436,农药,35.29,,2039.85,34.83,2.77
BK1317,光伏加工设备,41.9,,2027.35,43.46,1.24
BK1619,其他金属新材料,94.42,,2019.44,65.03,2.57
BK1323,综合电力设备商,36.2,,2011.76,31.33,4.76
BK1392,工程机械器件,50.39,,1998.94,12.62,2.82
BK1435,磷肥及磷化工,24.69,,1961.62,47.61,3.62
BK1258,饲料,-124.79,,1934.94,19.03,0.68
BK1627,综合Ⅲ,-193.07,,1931.04,39.17,3.36
BK1217,综合,-193.07,,1931.04,39.17,3.36
BK0539,综合Ⅱ,-193.07,,1931.04,39.17,3.36
BK1043,专业服务,27.98,,1918.25,38.11,1.89
BK1471,工程咨询服务Ⅲ,48.1,,1905.45,68.57,2.28
BK0726,工程咨询服务Ⅱ,48.1,,1905.45,68.57,2.28
BK1601,医院,44.0,,1881.69,37.33,1.74
BK1244,小家电,23.27,,1879.37,15.29,2.15
BK1293,营销代理,-368.18,,1877.18,76.0,1.67
BK1345,商业地产,-9.27,,1843.71,11.58,0.84
BK1614,铅锌,23.58,,1805.11,59.21,3.98
BK1224,纺织制造,20.08,,1774.83,30.03,3.28
BK1618,磁性材料,54.05,,1772.29,47.28,2.69
BK1554,商业物业经营,-7.52,,1751.47,23.61,1.46
BK1530,商用载货车,47.66,,1745.29,21.54,2.38
BK1540,其他家居用品,26.65,,1721.34,16.26,2.87
BK1586,软饮料,22.52,,1707.89,12.99,0.84
BK1400,制冷空调设备,55.09,,1700.81,61.89,1.69
BK1221,数字媒体,-243.31,,1696.21,58.01,-0.33
BK1370,特钢Ⅲ,20.58,,1690.62,16.63,3.0
BK1227,特钢Ⅱ,20.58,,1690.62,16.63,3.0
BK1488,跨境物流,14.56,,1668.85,9.46,2.57
BK1573,油田服务,18.97,,1641.33,23.33,4.5
BK1504,粮油加工,40.7,,1629.0,4.02,1.72
BK1598,疫苗,-12.36,,1619.3,21.84,0.05
BK1420,其他化学原料,34.8,,1583.15,35.79,2.36
BK1222,影视院线,-46.65,,1578.3,40.55,1.28
BK1316,光伏辅材,1000.87,,1557.37,29.37,3.46
BK1267,造纸,-44.17,,1553.82,24.77,2.47
BK1577,啤酒,17.8,,1546.83,8.39,1.01
BK1623,钼,30.77,,1527.04,27.98,4.43
BK1228,冶钢原料,34.04,,1519.55,21.45,3.1
BK1304,锂电专用设备,77.72,,1495.16,36.28,3.08
BK1318,光伏主材,-9.15,,1492.22,25.91,3.21
BK1438,合成树脂,65.51,,1492.14,35.88,1.14
BK1521,摩托车,28.64,,1490.97,15.41,1.1
BK1437,改性塑料,47.36,,1489.6,31.5,1.89
BK1281,休闲食品,21.24,,1479.65,18.38,1.09
BK1418,氯碱,53.26,,1479.06,32.43,3.48
BK1314,风电整机,38.1,,1461.65,35.06,2.51
BK1566,检测服务,33.78,,1442.95,27.49,2.83
BK1241,黑色家电,29.09,,1392.53,18.72,0.34
BK1550,贸易Ⅲ,19.47,,1377.3,11.46,3.49
BK0484,贸易Ⅱ,19.47,,1377.3,11.46,3.49
BK1387,环保设备Ⅲ,70.0,,1355.3,31.57,2.96
BK1234,环保设备Ⅱ,70.0,,1355.3,31.57,2.96
BK1480,机场,27.24,,1328.12,6.86,0.82
BK1261,种植业,48.42,,1284.69,30.77,3.46
BK1422,无机盐,66.57,,1274.94,37.38,2.33
BK1375,光伏发电,-333.78,,1262.55,60.12,3.02
BK1397,磨具磨料,-13142.17,,1251.58,71.63,2.91
BK1382,地面兵装Ⅲ,139.86,,1242.35,45.25,6.97
BK1229,地面兵装Ⅱ,139.86,,1242.35,45.25,6.97
BK1549,旅游零售Ⅲ,38.67,,1234.86,18.18,0.58
BK1269,旅游零售Ⅱ,38.67,,1234.86,18.18,0.58
BK1272,旅游及景区,62.38,,1234.39,17.71,1.58
BK1379,热力服务,44.51,,1229.78,56.46,2.68
BK1299,影视动漫制作,-45.31,,1220.31,28.88,1.16
BK1290,教育出版,12.37,,1188.02,6.27,0.66
BK1395,机床工具,61.98,,1174.97,20.95,1.79
BK1344,产业地产,-5.95,,1172.64,6.68,0.68
BK1291,电视广播Ⅲ,-49.3,,1167.15,11.75,1.53
BK1219,电视广播Ⅱ,-49.3,,1167.15,11.75,1.53
BK1580,肉制品,28.05,,1149.55,17.12,0.06
BK1411,非金属材料Ⅲ,-356.55,,1142.24,35.58,2.11
BK1020,非金属材料Ⅱ,-356.55,,1142.24,35.58,2.11
BK1018,橡胶,96.65,,1134.52,22.52,2.26
BK1252,化妆品,30.35,,1127.91,19.82,1.14
BK1535,纸包装,74.1,,1116.83,16.83,2.77
BK1570,其他石化,161.39,,1113.56,19.77,3.92
BK1427,民爆制品,36.75,,1112.69,22.41,3.33
BK1289,大众出版,29.38,,1106.77,10.69,1.78
BK1268,互联网电商,43.93,,1087.39,26.44,1.6
BK1490,原材料供应链服务,-13.32,,1069.61,9.25,2.72
BK1453,彩电,24.39,,1061.42,13.71,0.27
BK1468,其他建材Ⅲ,35.26,,1056.06,15.09,1.98
BK1551,百货,-42.22,,1055.12,14.45,1.88
BK0734,饰品,19.49,,1027.8,14.8,1.83
BK1440,其他塑料制品,59.65,,1002.47,23.63,2.12
BK1616,白银,26.41,,987.39,68.79,6.58
BK1266,文娱用品,51.64,,986.97,21.22,3.15
BK1357,钟表珠宝,17.8,,977.0,14.08,1.58
BK1459,清洁小家电,22.68,,975.8,8.55,1.98
BK1431,有机硅,-46.91,,975.49,20.84,3.2
BK1294,门户网站,-86.1,,973.38,34.41,0.07
BK1423,纺织化学制品,30.15,,947.49,28.7,3.19
BK1432,氮肥,27.26,,939.18,30.75,3.35
BK1537,成品家居,52.02,,938.08,12.34,1.55
BK1583,零食,16.99,,934.29,13.11,-0.08
BK1478,装修装饰Ⅲ,-71.67,,927.53,24.79,3.0
BK0725,装修装饰Ⅱ,-71.67,,927.53,24.79,3.0
BK1509,水产饲料,24.62,,927.18,5.12,1.56
BK1415,其他化学纤维,57.49,,924.75,13.22,1.98
BK1531,商用载客车,14.95,,898.37,10.32,3.33
BK1498,品牌化妆品,27.0,,892.01,15.73,1.01
BK1544,大宗用纸,-15.79,,887.98,11.13,2.06
BK1319,硅料硅片,-6.94,,882.44,17.95,2.45
BK1372,冶钢辅料,31.46,,859.21,7.42,1.88
BK1588,通信工程及服务,-48.69,,846.15,40.3,1.89
BK1597,血液制品,29.82,,833.36,7.21,-0.23
BK1430,涂料油墨,112.51,,833.32,25.63,1.21
BK1308,电工仪器仪表,36.07,,814.38,21.84,4.11
BK1292,广告媒体,25.03,,813.69,5.03,1.3
BK1606,线下药店,18.75,,792.19,8.58,0.44
BK1622,镍,10.7,,786.76,38.21,4.4
BK1460,照明设备Ⅲ,64.14,,786.02,12.84,2.52
BK1245,照明设备Ⅱ,64.14,,786.02,12.84,2.52
BK1433,复合肥,14.7,,752.54,14.46,3.59
BK1365,租赁,20.74,,739.91,6.4,0.85
BK1590,其他通信设备,83.34,,739.12,13.61,1.79
BK1457,厨房小家电,21.94,,724.69,5.23,1.88
BK1306,蓄电池及其他电池,-3549.62,,719.77,22.64,2.38
BK1402,楼宇设备,33.03,,719.05,8.52,3.45
BK1413,涤纶,45.43,,718.09,7.56,2.43
BK1508,畜禽饲料,-11.15,,715.27,6.79,1.27
BK1401,纺织服装设备,76.77,,713.48,12.29,2.15
BK1572,油气及炼化工程,35.19,,707.11,47.43,5.64
BK1522,其他运输设备,19.75,,705.64,8.19,2.14
BK1253,医疗美容,50.13,,704.75,12.23,-0.87
BK1251,个护用品,26.52,,695.84,9.61,1.04
BK1363,信托,14.19,,689.85,4.25,1.64
BK1505,其他农产品加工,52.99,,689.83,8.73,1.78
BK1476,化学工程,9.28,,687.51,8.57,1.11
BK0740,教育,-371.02,,687.37,18.75,2.39
BK1421,钛白粉,146.26,,684.59,10.5,4.68
BK1538,瓷砖地板,51.32,,677.17,11.25,1.34
BK1545,特种纸,31.6,,665.84,13.64,2.84
BK1371,铁矿石,38.1,,660.34,14.03,4.08
BK1511,肉鸡养殖,28.7,,652.88,14.67,2.21
BK1500,医美耗材,32.14,,650.59,12.06,-1.6
BK1552,超市,-27.23,,649.12,15.06,1.09
BK1539,定制家居,29.14,,647.47,7.11,1.73
BK1581,预加工食品,23.02,,621.48,7.96,2.32
BK1391,综合环境治理,-20.17,,618.94,13.05,3.62
BK1543,娱乐用品,477.46,,618.12,17.53,3.7
BK1553,多业态零售,22.98,,616.69,9.55,2.05
BK1350,其他纺织,28.92,,572.91,9.01,2.69
BK1578,其他酒类,56.85,,568.57,8.1,-0.14
BK1045,房地产服务,-8.65,,568.07,9.31,3.07
BK1474,钢结构,54.17,,568.04,9.24,3.04
BK1563,自然景区,42.64,,563.4,7.89,1.37
BK1412,氨纶,27.74,,560.77,5.61,2.36
BK1501,动物保健Ⅲ,39.31,,546.71,5.69,1.8
BK1254,动物保健Ⅱ,39.31,,546.71,5.69,1.8
BK1271,酒店餐饮,32.31,,523.99,5.84,1.28
BK1492,焦炭Ⅲ,-14.81,,517.78,8.6,2.43
BK1249,焦炭Ⅱ,-14.81,,517.78,8.6,2.43
BK1495,生活用纸,25.8,,516.9,8.1,0.85
BK1557,培训教育,-262.26,,516.81,15.73,2.39
BK1461,玻璃制造,-30.23,,500.76,8.74,2.82
BK1579,保健品,712.07,,491.54,4.31,1.04
BK1475,国际工程,12.23,,491.22,6.13,2.1
BK1518,种子,182.17,,487.14,14.81,3.67
BK1532,金属包装,34.97,,486.52,8.71,2.49
BK1361,期货,22.87,,481.18,4.04,2.12
BK1441,其他橡胶制品,538.7,,474.81,7.7,2.59
BK1417,纯碱,-175.49,,472.15,10.69,4.44
BK1547,跨境电商,42.56,,465.96,13.92,3.13
BK1240,厨卫电器,28.72,,456.12,7.07,2.87
BK1349,棉纺,17.44,,445.28,9.32,3.42
BK1406,印刷包装机械,40.66,,441.86,6.75,3.43
BK1602,诊断服务,-59.47,,441.63,10.2,-0.96
BK1443,橡胶助剂,55.91,,435.8,11.33,-1.06
BK1555,专业连锁Ⅲ,89.89,,433.53,8.33,0.09
BK1270,专业连锁Ⅱ,89.89,,433.53,8.33,0.09
BK1404,农用机械,103.46,,430.49,5.67,3.41
BK1560,酒店,23.99,,419.07,4.91,1.0
BK1533,塑料包装,27.49,,406.05,9.09,2.43
BK1473,园林工程,-4.82,,403.48,9.57,4.05
BK1347,纺织鞋类制造,13.68,,386.98,0.95,0.3
BK1465,防水材料,-231.62,,373.58,5.78,1.66
BK1343,物业管理,-6.09,,370.03,5.23,3.13
BK1546,电商服务,468.43,,369.56,11.14,0.55
BK1542,文化用品,20.7,,368.85,3.68,1.4
BK1516,其他种植业,-189.57,,362.78,8.19,3.58
BK1300,院线,-51.84,,357.99,11.68,1.71
BK1354,鞋帽及其他,-249.55,,353.8,12.26,2.12
BK1503,果蔬加工,48.86,,353.24,3.29,3.08
BK1582,烘焙食品,26.73,,353.24,3.26,1.75
BK1561,旅游综合,154.85,,353.05,5.36,2.1
BK1364,资产管理,48.98,,348.08,3.75,2.2
BK1454,其他黑色家电,76.22,,331.1,5.01,0.39
BK1360,金融信息服务,28.31,,327.69,13.02,0.39
BK1515,粮食种植,19.35,,326.18,3.91,1.09
BK1486,仓储物流,45.47,,321.89,4.57,2.54
BK1451,厨房电器,31.95,,320.43,5.88,3.53
BK1562,人工景区,74.03,,317.95,4.47,1.17
BK1016,汽车服务,135.54,,310.86,5.74,2.97
BK1466,管材,79.56,,307.44,4.83,2.74
BK1467,耐火材料,64.43,,306.01,3.89,3.44
BK1353,家纺,19.8,,299.26,3.5,1.82
BK1541,卫浴制品,62.16,,294.12,2.15,1.98
BK1507,宠物食品,26.7,,292.49,7.12,-1.51
BK1296,视频媒体,27.18,,284.72,2.43,-1.36
BK1620,钴,15.67,,281.23,7.69,3.9
BK1484,公交,104.25,,267.98,5.87,4.11
BK1571,油品石化贸易,31.85,,265.4,8.63,2.95
BK1463,水泥制品,-24.74,,262.57,5.5,4.47
BK1368,钢铁管材,14.77,,253.32,3.43,2.64
BK1548,综合电商,19.35,,251.87,1.39,0.84
BK1321,火电设备,49.13,,246.9,14.61,1.34
BK1497,化妆品制造及其他,57.15,,235.9,4.09,1.32
BK1298,文字媒体,-29.8,,227.86,9.41,-1.52
BK1469,涂料,-36.79,,224.17,2.33,6.35
BK1442,炭黑,73.12,,223.91,3.49,2.55
BK1487,公路货运,-223.05,,214.77,2.62,3.0
BK1348,辅料,22.69,,214.71,6.69,4.72
BK1414,锦纶,137364.3,,213.58,3.44,3.71
BK1491,端到端供应链服务,56.97,,213.13,7.68,3.13
BK1568,人力资源服务,11.06,,206.52,2.15,0.42
BK1416,粘胶,63.5,,205.45,7.09,3.19
BK1584,熟食,130.34,,192.11,2.02,3.36
BK1599,其他医疗服务,-51.38,,185.24,4.19,0.09
BK1496,洗护用品,28.84,,178.94,1.51,1.47
BK1458,个护小家电,38.03,,178.88,1.52,3.26
BK1523,汽车经销商,84.76,,178.57,1.37,2.22
BK1425,胶黏剂及胶带,36.52,,178.11,15.97,0.57
BK1369,长材,-5.84,,175.66,1.27,2.75
BK1502,林业Ⅲ,-40.17,,172.52,6.29,3.59
BK1255,林业Ⅱ,-40.17,,172.52,6.29,3.59
BK1341,房产租赁经纪,-29.05,,161.32,2.74,3.03
BK1260,渔业,-10.57,,157.27,3.46,2.8
BK1351,印染,29.22,,154.95,4.06,4.51
BK1388,大气治理,-53.5,,152.34,3.08,4.25
BK1564,体育Ⅲ,-28.25,,151.54,9.0,5.31
BK1273,体育Ⅱ,-28.25,,151.54,9.0,5.31
