股票代码,报告日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
300760,2019-06-30,按产品分类,平衡项目,160433750,0.019552,58853240.0,0.02063,101580510.0,0.018977,0.633162
300760,2019-06-30,按地区分类,中国,4791304610,0.583909,,,,,
300760,2019-06-30,按地区分类,其他,1437987849,0.175245,,,,,
300760,2019-06-30,按地区分类,北美,782320440,0.09534,,,,,
300760,2019-06-30,按地区分类,欧洲,654993850,0.079823,,,,,
300760,2019-06-30,按地区分类,拉丁美洲,538965430,0.065683,,,,,
300760,2018-12-31,按行业分类,医疗器械行业,13710143654,0.996858,4583106262.0,0.996891,9127037392.0,0.996841,0.665714
300760,2018-12-31,按行业分类,其他(补充),43213815,0.003142,14292034.0,0.003109,28921781.0,0.003159,0.669272
300760,2018-12-31,按产品分类,生命信息与支持类产品,5224136112,0.379844,1791478032.0,0.389672,3432658080.0,0.37491,0.657077
300760,2018-12-31,按产品分类,体外诊断类产品,4625639072,0.336328,1659817736.0,0.361034,2965821336.0,0.323923,0.64117
300760,2018-12-31,按产品分类,医学影像类产品,3596871263,0.261527,1043131666.0,0.226896,2553739597.0,0.278916,0.709989
300760,2018-12-31,按产品分类,其他类产品,263497207,0.019159,88678828.0,0.019289,174818379.0,0.019093,0.663454
300760,2018-12-31,按产品分类,其他(补充),43213815,0.003142,14292034.0,0.003109,28921781.0,0.003159,0.669272
300760,2018-12-31,按地区分类,中国,7797376780,0.566944,,,,,
300760,2018-12-31,按地区分类,其他,2438076619,0.177271,,,,,
300760,2018-12-31,按地区分类,北美,1485999190,0.108046,,,,,
300760,2018-12-31,按地区分类,欧洲,1206299460,0.087709,,,,,
300760,2018-12-31,按地区分类,拉丁美洲,825605420,0.060029,,,,,
300760,2018-03-31,按产品分类,生命信息与支持类产品,1257213846,0.388475,418127911.0,0.408843,839085935.0,0.379064,0.667417
300760,2018-03-31,按产品分类,体外诊断类产品,1088826275,0.336443,359117445.0,0.351143,729708830.0,0.329652,0.670179
300760,2018-03-31,按产品分类,医学影像类产品,831837356,0.257035,225884679.0,0.220869,605952677.0,0.273744,0.728451
300760,2018-03-31,按产品分类,其他产品,51611684,0.015948,16827443.0,0.016454,34784241.0,0.015714,0.673961
300760,2018-03-31,按产品分类,其他(补充),6793707,0.002099,2753245.0,0.002692,4040462.0,0.001825,0.594736
300760,2018-03-31,按地区分类,中国,1944748100,0.60092,,,,,
300760,2018-03-31,按地区分类,其他,561511600,0.173505,,,,,
300760,2018-03-31,按地区分类,北美,318109300,0.098295,,,,,
300760,2018-03-31,按地区分类,欧洲,258775600,0.079961,,,,,
300760,2018-03-31,按地区分类,拉美,153138400,0.047319,,,,,
300760,2018-03-31,按地区分类,平衡项目,-132,0.0,,,,,
300760,2017-12-31,按产品分类,生命信息与支持类产品,4235989393,0.3791,1460714467.0,0.396501,2775274926.0,0.370541,0.655166
300760,2017-12-31,按产品分类,体外诊断类产品,3740639948,0.334769,1267594584.0,0.34408,2473045364.0,0.330189,0.661129
300760,2017-12-31,按产品分类,医学影像类产品,2935039684,0.262672,866975784.0,0.235335,2068063900.0,0.276118,0.704612
300760,2017-12-31,按产品分类,其他产品,220208685,0.019708,71660073.0,0.019452,148548612.0,0.019833,0.674581
300760,2017-12-31,按产品分类,其他(补充),41917654,0.003751,17066784.0,0.004633,24850870.0,0.003318,0.59285
300760,2017-12-31,按地区分类,中国,6031266200,0.539769,,,,,
300760,2017-12-31,按地区分类,其他,2048210000,0.183305,,,,,
300760,2017-12-31,按地区分类,北美,1456162800,0.130319,,,,,
300760,2017-12-31,按地区分类,欧洲,986674200,0.088303,,,,,
300760,2017-12-31,按地区分类,拉美,651482200,0.058304,,,,,
300760,2017-12-31,按地区分类,平衡项目,-36,0.0,,,,,
300760,2016-12-31,按产品分类,生命信息与支持类产品,3561803073,0.394366,1337322041.0,0.418534,2224481032.0,0.381135,0.624538
300760,2016-12-31,按产品分类,体外诊断类产品,2893883406,0.320413,1025943426.0,0.321084,1867939980.0,0.320046,0.645479
300760,2016-12-31,按产品分类,医学影像类产品,2354339264,0.260674,740759291.0,0.231831,1613579973.0,0.276465,0.685364
300760,2016-12-31,按产品分类,其他产品,212474477,0.023525,88348563.0,0.02765,124125914.0,0.021267,0.584192
300760,2016-12-31,按产品分类,其他(补充),9222974,0.001021,2878625.0,0.000901,6344349.0,0.001087,0.687885
300760,2016-12-31,按地区分类,中国,4516077800,0.500024,,,,,
300760,2016-12-31,按地区分类,其他,1698561200,0.188066,,,,,
300760,2016-12-31,按地区分类,北美,1395027400,0.154459,,,,,
300760,2016-12-31,按地区分类,欧洲,852408300,0.094379,,,,,
300760,2016-12-31,按地区分类,拉美,569648400,0.063072,,,,,
300760,2016-12-31,按地区分类,平衡项目,94,0.0,,,,,
300760,2015-12-31,按产品分类,生命信息与支持类产品,3174254608,0.396133,1267421038.0,0.418608,1906833570.0,0.382483,0.600719
300760,2015-12-31,按产品分类,体外诊断类产品,2417120387,0.301646,896468977.0,0.296089,1520651410.0,0.30502,0.629117
300760,2015-12-31,按产品分类,医学影像类产品,2230942057,0.278412,774699922.0,0.255871,1456242135.0,0.292101,0.652748
300760,2015-12-31,按产品分类,其他产品,188497424,0.023524,87589911.0,0.02893,100907513.0,0.020241,0.535326
300760,2015-12-31,按产品分类,其他(补充),2295250,0.000286,1522222.0,0.000503,773028.0,0.000155,0.336795
300760,2015-12-31,按地区分类,中国,3708734900,0.462833,,,,,
300760,2015-12-31,按地区分类,其他,1633313500,0.20383,,,,,
300760,2015-12-31,按地区分类,北美,1263564600,0.157687,,,,,
300760,2015-12-31,按地区分类,欧洲,815129400,0.101724,,,,,
300760,2015-12-31,按地区分类,拉美,592367400,0.073925,,,,,
300760,2015-12-31,按地区分类,平衡项目,-74,0.0,,,,,
